name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
,,,,759,49,14,99,"759144999",Wrothgarian Mountains,759.109375,-49.2265625,4
,,,,853,140,99,24,"8539914024",Wrothgarian Mountains,853.7734375,-140.8125,4
,,,,755,71,17,63,"755177163",Wrothgarian Mountains,755.1328125,-71.5078125,4
,,,,754,415,60,52,"7546041552",Dragontail Mountains,754.46875,-415.59375,4
,,,,762,390,128,6,"76212839006",Dragontail Mountains,763,-390.953125,4
,,,,724,198,26,36,"7242619836",Isle of Balfiera,724.203125,-198.71875,4
,,,,806,23,106,97,"8061062397",Wrothgarian Mountains,806.828125,-23.2421875,4
,,,,944,449,58,6,"9445844906",Dragontail Mountains,944.453125,-449.953125,4
,,,,769,377,101,119,"769101377119",Dragontail Mountains,769.7890625,-377.0703125,4
,,,,758,72,105,54,"7581057254",Wrothgarian Mountains,758.8203125,-72.578125,4
,,,,827,27,37,76,"827372776",Wrothgarian Mountains,827.2890625,-27.40625,4
,,,,658,385,64,72,"6586438572",Dragontail Mountains,658.5,-385.4375,4
,,,,978,383,63,23,"9786338323",Dragontail Mountains,978.4921875,-383.8203125,4
,,,,761,460,70,49,"7617046049",Dragontail Mountains,761.546875,-460.6171875,4
,,,,735,70,122,42,"7351227042",Wrothgarian Mountains,735.953125,-70.671875,4
,,,,757,48,69,51,"757694851",Wrothgarian Mountains,757.5390625,-48.6015625,4
,,,,868,423,97,60,"8689742360",Ephesus,868.7578125,-423.53125,4
,,,,808,55,110,67,"8081105567",Wrothgarian Mountains,808.859375,-55.4765625,4
,,,,927,417,46,91,"9274641791",Dragontail Mountains,927.359375,-417.2890625,4
,,,,977,430,125,120,"977125430120",Dragontail Mountains,977.9765625,-430.0625,4
,,,,791,376,72,52,"7917237652",Totambu,791.5625,-376.59375,5
,,,,871,31,127,37,"8711273137",Wrothgarian Mountains,871.9921875,-31.7109375,4
,,,,930,194,69,10,"9306919410",Wrothgarian Mountains,930.5390625,-194.921875,4
,,,,817,471,97,51,"8179747151",Dragontail Mountains,817.7578125,-471.6015625,4
,,,,788,22,36,50,"788362250",Wrothgarian Mountains,788.28125,-22.609375,4
,,,,791,456,59,93,"7915945693",Dragontail Mountains,791.4609375,-456.2734375,4
,,,,938,20,78,26,"938782026",Wrothgarian Mountains,938.609375,-20.796875,4
,,,,999,384,96,64,"9999638464",Dragontail Mountains,999.75,-384.5,4
,,,,691,356,73,42,"6917335642",Dragontail Mountains,691.5703125,-356.671875,4
,,,,753,451,111,51,"75311145151",Dragontail Mountains,753.8671875,-451.6015625,4
