name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,990,87,28,12,990288712,Wrothgarian Mountains,990.21875,-87.90625,4.0,9
,,,,933,398,1,49,9330139849,Dragontail Mountains,933.0078125,-398.6171875,4.0,9
,,,,886,160,111,113,886111160113,Orsinium Area,886.8671875,-160.1171875,3.0,9
,,,,959,457,38,4,9593845704,Dragontail Mountains,959.296875,-457.96875,4.0,9
,,,,928,19,76,65,928761965,Wrothgarian Mountains,928.59375,-19.4921875,4.0,9
,,,,749,37,18,63,749183763,Wrothgarian Mountains,749.140625,-37.5078125,4.0,9
,,,,928,496,91,82,9289149682,Dragontail Mountains,928.7109375,-496.359375,4.0,9
,,,,793,483,41,125,79341483125,Dragontail Mountains,793.3203125,-483.0234375,4.0,9
,,,,803,36,69,120,8036936120,Wrothgarian Mountains,803.5390625,-36.0625,4.0,9
,,,,844,53,113,127,84411353127,Wrothgarian Mountains,844.8828125,-53.0078125,4.0,9
,,,,885,438,54,114,88554438114,Ephesus,885.421875,-438.109375,4.0,9
,,,,996,27,31,45,996312745,Wrothgarian Mountains,996.2421875,-27.6484375,4.0,9
,,,,756,21,51,99,756512199,Wrothgarian Mountains,756.3984375,-21.2265625,4.0,9
,,,,882,436,4,51,8820443651,Ephesus,882.03125,-436.6015625,4.0,9
,,,,698,315,64,56,6986431556,Lainlyn,698.5,-315.5625,5.0,9
,,,,955,45,1,87,955014587,Wrothgarian Mountains,955.0078125,-45.3203125,4.0,9
,,,,926,464,14,33,9261446433,Dragontail Mountains,926.109375,-464.7421875,4.0,9
,,,,981,121,64,47,9816412147,Wrothgarian Mountains,981.5,-121.6328125,4.0,9
,,,,199,151,65,125,19965151125,Daggerfall,199.5078125,-151.0234375,3.0,9
,,,,905,85,35,123,9053585123,Wrothgarian Mountains,905.2734375,-85.0390625,4.0,9
,,,,859,405,105,59,85910540559,Dragontail Mountains,859.8203125,-405.5390625,4.0,9
,,,,971,379,51,20,9715137920,Mournoth,971.3984375,-379.84375,5.0,9
,,,,834,450,99,122,83499450122,Ephesus,834.7734375,-450.046875,4.0,9
,,,,963,378,10,8,9631037808,Mournoth,963.078125,-378.9375,5.0,9
,,,,717,43,13,41,717134341,Wrothgarian Mountains,717.1015625,-43.6796875,4.0,9
,,,,877,71,38,27,877387127,Wrothgarian Mountains,877.296875,-71.7890625,4.0,9
,,,,774,46,4,65,774044665,Wrothgarian Mountains,774.03125,-46.4921875,4.0,9
,,,,855,39,120,44,8551203944,Wrothgarian Mountains,855.9375,-39.65625,4.0,9
,,,,853,400,83,46,8538340046,Dragontail Mountains,853.6484375,-400.640625,4.0,9
,,,,920,408,84,106,92084408106,Dragontail Mountains,920.65625,-408.171875,4.0,9
,,,,814,421,106,105,814106421105,Dragontail Mountains,814.828125,-421.1796875,4.0,9
,,,,853,59,115,18,8531155918,Wrothgarian Mountains,853.8984375,-59.859375,4.0,9
,,,,910,102,42,122,91042102122,Wrothgarian Mountains,910.328125,-102.046875,4.0,9
,,,,841,484,67,12,8416748412,Dragontail Mountains,841.5234375,-484.90625,4.0,9
,,,,269,91,113,26,2691139126,Ilessan Hills,269.8828125,-91.796875,3.0,9
,,,,917,112,50,113,91750112113,Wrothgarian Mountains,917.390625,-112.1171875,4.0,9
,,,,739,42,90,83,739904283,Wrothgarian Mountains,739.703125,-42.3515625,4.0,9
,,,,767,46,52,17,767524617,Wrothgarian Mountains,767.40625,-46.8671875,4.0,9
,,,,820,458,127,13,82012745813,Ephesus,820.9921875,-458.8984375,4.0,9
,,,,947,134,35,42,9473513442,Wrothgarian Mountains,947.2734375,-134.671875,4.0,9
,,,,829,382,33,91,8293338291,Dragontail Mountains,829.2578125,-382.2890625,4.0,9
,,,,981,27,115,20,9811152720,Wrothgarian Mountains,981.8984375,-27.84375,4.0,9
,,,,843,493,15,64,8431549364,Dragontail Mountains,843.1171875,-493.5,4.0,9
,,,,968,27,109,23,9681092723,Wrothgarian Mountains,968.8515625,-27.8203125,4.0,9
,,,,843,414,52,109,84352414109,Dragontail Mountains,843.40625,-414.1484375,4.0,9
,,,,180,151,44,22,1804415122,Daggerfall,180.34375,-151.828125,3.0,9
,,,,247,120,15,125,24715120125,Ilessan Hills,247.1171875,-120.0234375,3.0,9
,,,,864,422,83,120,86483422120,Dragontail Mountains,864.6484375,-422.0625,4.0,9
,,,,951,437,15,59,9511543759,Dragontail Mountains,951.1171875,-437.5390625,4.0,9
,,,,856,475,102,6,85610247506,Dragontail Mountains,856.796875,-475.953125,4.0,9
,,,,727,21,100,123,72710021123,Wrothgarian Mountains,727.78125,-21.0390625,4.0,9
,,,,883,149,92,68,8839214968,Orsinium Area,883.71875,-149.46875,3.0,9
,,,,717,359,102,24,71710235924,Dragontail Mountains,717.796875,-359.8125,4.0,9
,,,,837,491,40,104,83740491104,Dragontail Mountains,837.3125,-491.1875,4.0,9
,,,,762,67,124,55,7621246755,Wrothgarian Mountains,762.96875,-67.5703125,4.0,9
,,,,820,411,41,109,82041411109,Dragontail Mountains,820.3203125,-411.1484375,4.0,9
,,,,847,82,127,101,84712782101,Wrothgarian Mountains,847.9921875,-82.2109375,4.0,9
,,,,242,88,47,91,242478891,Ilessan Hills,242.3671875,-88.2890625,3.0,9
