name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
,,,,286,429,118,6,28611842906,Myrkwasa,286.921875,-429.953125,7
,,,,480,382,92,31,4809238231,Ayasofya,480.71875,-382.7578125,7
,,,,265,412,100,13,26510041213,Pothago,265.78125,-412.8984375,7
,,,,331,410,54,69,3315441069,Myrkwasa,331.421875,-410.4609375,7
,,,,496,358,81,8,4968135808,Tigonus,496.6328125,-358.9375,7
,,,,247,434,64,84,2476443484,Myrkwasa,247.5,-434.34375,7
,,,,336,382,119,14,33611938214,Sentinel,336.9296875,-382.890625,7
,,,,318,391,52,52,3185239152,Sentinel,318.40625,-391.59375,7
,,,,368,359,116,83,36811635983,Sentinel,368.90625,-359.3515625,7
,,,,357,375,127,81,35712737581,Sentinel,357.9921875,-375.3671875,7
,,,,154,486,26,95,1542648695,Abibon-gora,154.203125,-486.2578125,7
,,,,523,365,47,47,5234736547,Ayasofya,523.3671875,-365.6328125,7
,,,,225,465,100,17,22510046517,Kairou,225.78125,-465.8671875,7
,,,,389,346,74,22,3897434622,Sentinel,389.578125,-346.828125,7
,,,,517,347,120,102,517120347102,Tigonus,517.9375,-347.203125,7
,,,,237,424,6,12,2370642412,Pothago,237.046875,-424.90625,7
,,,,532,366,58,84,5325836684,Ayasofya,532.453125,-366.34375,7
,,,,382,349,100,32,38210034932,Sentinel,382.78125,-349.75,7
,,,,471,380,28,49,4712838049,Ayasofya,471.21875,-380.6171875,7
,,,,394,397,10,18,3941039718,Sentinel,394.078125,-397.859375,7
,,,,230,435,20,109,23020435109,Kairou,230.15625,-435.1484375,7
,,,,241,437,102,63,24110243763,Kairou,241.796875,-437.5078125,7
,,,,249,437,79,72,2497943772,Myrkwasa,249.6171875,-437.4375,7
,,,,309,388,13,3,3091338803,Sentinel,309.1015625,-388.9765625,7
,,,,348,372,68,86,3486837286,Sentinel,348.53125,-372.328125,7
,,,,364,399,116,18,36411639918,Sentinel,364.90625,-399.859375,7
,,,,372,373,60,95,3726037395,Sentinel,372.46875,-373.2578125,7
,,,,339,388,120,68,33912038868,Sentinel,339.9375,-388.46875,7
,,,,295,400,45,18,2954540018,Myrkwasa,295.3515625,-400.859375,7
,,,,526,340,79,55,5267934055,Tigonus,526.6171875,-340.5703125,7
,,,,375,383,76,65,3757638365,Sentinel,375.59375,-383.4921875,7
,,,,533,377,73,4,5337337704,Ayasofya,533.5703125,-377.96875,7
,,,,327,413,26,74,3272641374,Myrkwasa,327.203125,-413.421875,7
,,,,252,432,27,116,25227432116,Myrkwasa,252.2109375,-432.09375,7
,,,,209,490,120,84,20912049084,Abibon-gora,209.9375,-490.34375,7
,,,,186,489,13,26,1861348926,Abibon-gora,186.1015625,-489.796875,7
,,,,335,385,101,0,33510138500,Sentinel,335.7890625,-386,7
,,,,538,375,51,79,5385137579,Ayasofya,538.3984375,-375.3828125,7
,,,,221,440,72,93,2217244093,Kairou,221.5625,-440.2734375,7
,,,,295,409,96,47,2959640947,Myrkwasa,295.75,-409.6328125,7
,,,,220,432,68,56,2206843256,Kairou,220.53125,-432.5625,7
,,,,388,402,8,35,3880840235,Sentinel,388.0625,-402.7265625,7
,,,,390,346,52,29,3905234629,Sentinel,390.40625,-346.7734375,7
,,,,207,445,35,10,2073544510,Kairou,207.2734375,-445.921875,7
,,,,242,420,22,61,2422242061,Pothago,242.171875,-420.5234375,7
,,,,309,400,15,93,3091540093,Myrkwasa,309.1171875,-400.2734375,7
,,,,294,408,9,20,2940940820,Myrkwasa,294.0703125,-408.84375,7
,,,,329,412,111,61,32911141261,Myrkwasa,329.8671875,-412.5234375,7
,,,,477,368,8,108,47708368108,Ayasofya,477.0625,-368.15625,7
