name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
,,,,612,469,77,64,6127746964,Dak'fron,612.6015625,-469.5,9
,,,,555,498,59,38,5555949838,Dak'fron,555.4609375,-498.703125,9
,,,,580,487,56,95,5805648795,Dak'fron,580.4375,-487.2578125,9
,,,,517,494,29,37,5172949437,Dak'fron,517.2265625,-494.7109375,9
,,,,517,499,73,78,5177349978,Dak'fron,517.5703125,-499.390625,9
,,,,564,487,24,49,5642448749,Dak'fron,564.1875,-487.6171875,9
,,,,574,475,45,17,5744547517,Dak'fron,574.3515625,-475.8671875,9
,,,,514,491,74,36,5147449136,Dak'fron,514.578125,-491.71875,9
,,,,608,476,38,67,6083847667,Dak'fron,608.296875,-476.4765625,9
,,,,512,489,68,45,5126848945,Dak'fron,512.53125,-489.6484375,9
,,,,574,491,106,14,57410649114,Dak'fron,574.828125,-491.890625,9
,,,,516,497,14,86,5161449786,Dak'fron,516.109375,-497.328125,9
,,,,511,485,37,83,5113748583,Dak'fron,511.2890625,-485.3515625,9
,,,,609,489,115,119,609115489119,Dak'fron,609.8984375,-489.0703125,9
,,,,618,479,56,67,6185647967,Dak'fron,618.4375,-479.4765625,9
,,,,610,480,111,28,61011148028,Dak'fron,610.8671875,-480.78125,9
,,,,618,492,113,60,61811349260,Dak'fron,618.8828125,-492.53125,9
,,,,599,498,19,36,5991949836,Dak'fron,599.1484375,-498.71875,9
,,,,466,495,102,110,466102495110,Dak'fron,466.796875,-495.140625,9
,,,,577,475,14,68,5771447568,Dak'fron,577.109375,-475.46875,9
,,,,579,451,100,99,57910045199,Dak'fron,579.78125,-451.2265625,9
,,,,612,467,12,119,61212467119,Dak'fron,612.09375,-467.0703125,9
,,,,530,492,32,41,5303249241,Dak'fron,530.25,-492.6796875,9
,,,,617,487,54,36,6175448736,Dak'fron,617.421875,-487.71875,9
,,,,535,480,45,29,5354548029,Dak'fron,535.3515625,-480.7734375,9
,,,,527,495,69,95,5276949595,Dak'fron,527.5390625,-495.2578125,9
,,,,592,469,24,84,5922446984,Dak'fron,592.1875,-469.34375,9
,,,,576,483,12,67,5761248367,Dak'fron,576.09375,-483.4765625,9
,,,,643,499,49,115,64349499115,Dak'fron,643.3828125,-499.1015625,9
,,,,618,463,115,118,618115463118,Dak'fron,618.8984375,-463.078125,9
,,,,530,462,49,20,5304946220,Dak'fron,530.3828125,-462.84375,9
,,,,629,498,104,115,629104498115,Dak'fron,629.8125,-498.1015625,9
,,,,578,492,31,67,5783149267,Dak'fron,578.2421875,-492.4765625,9
,,,,478,493,0,18,4780049318,Dak'fron,478,-493.859375,9
,,,,532,461,127,124,532127461124,Dak'fron,532.9921875,-461.03125,9
,,,,567,495,122,110,567122495110,Dak'fron,567.953125,-495.140625,9
,,,,615,483,92,116,61592483116,Dak'fron,615.71875,-483.09375,9
,,,,615,477,111,9,61511147709,Dak'fron,615.8671875,-477.9296875,9
,,,,512,496,99,18,5129949618,Dak'fron,512.7734375,-496.859375,9
,,,,510,498,104,8,51010449808,Dak'fron,510.8125,-498.9375,9
,,,,557,451,67,51,5576745151,Dak'fron,557.5234375,-451.6015625,9
,,,,557,451,59,29,5575945129,Dak'fron,557.4609375,-451.7734375,9
,,,,602,483,69,105,60269483105,Dak'fron,602.5390625,-483.1796875,9
,,,,578,449,65,123,57865449123,Dak'fron,578.5078125,-449.0390625,9
,,,,615,499,36,0,6153649900,Dak'fron,615.28125,-500,9
,,,,565,499,124,69,56512449969,Dak'fron,565.96875,-499.4609375,9
,,,,635,478,86,109,63586478109,Dak'fron,635.671875,-478.1484375,9
,,,,583,482,32,0,5833248200,Dak'fron,583.25,-483,9
,,,,594,473,91,41,5949147341,Dak'fron,594.7109375,-473.6796875,9
,,,,635,488,28,20,6352848820,Dak'fron,635.21875,-488.84375,9
,,,,528,494,105,38,52810549438,Dak'fron,528.8203125,-494.703125,9
,,,,575,457,46,10,5754645710,Dak'fron,575.359375,-457.921875,9
,,,,574,452,3,88,5740345288,Dak'fron,574.0234375,-452.3125,9
,,,,593,479,102,52,59310247952,Dak'fron,593.796875,-479.59375,9
,,,,501,494,82,1,5018249401,Dak'fron,501.640625,-494.9921875,9
,,,,588,496,104,68,58810449668,Dak'fron,588.8125,-496.46875,9
,,,,505,472,111,13,50511147213,Dak'fron,505.8671875,-472.8984375,9
,,,,609,491,111,58,60911149158,Dak'fron,609.8671875,-491.546875,9
,,,,525,490,61,9,5256149009,Dak'fron,525.4765625,-490.9296875,9
,,,,605,484,4,49,6050448449,Dak'fron,605.03125,-484.6171875,9
,,,,571,475,83,12,5718347512,Dak'fron,571.6484375,-475.90625,9
,,,,614,483,22,27,6142248327,Dak'fron,614.171875,-483.7890625,9
,,,,589,493,36,38,5893649338,Dak'fron,589.28125,-493.703125,9
,,,,615,464,44,20,6154446420,Dak'fron,615.34375,-464.84375,9
,,,,576,484,78,27,5767848427,Dak'fron,576.609375,-484.7890625,9
,,,,531,478,96,36,5319647836,Dak'fron,531.75,-478.71875,9
,,,,586,485,54,101,58654485101,Dak'fron,586.421875,-485.2109375,9
,,,,555,494,52,79,5555249479,Dak'fron,555.40625,-494.3828125,9
,,,,604,490,23,33,6042349033,Dak'fron,604.1796875,-490.7421875,9
,,,,609,473,69,123,60969473123,Dak'fron,609.5390625,-473.0390625,9
,,,,556,489,13,23,5561348923,Dak'fron,556.1015625,-489.8203125,9
,,,,593,489,91,59,5939148959,Dak'fron,593.7109375,-489.5390625,9
,,,,532,496,32,22,5323249622,Dak'fron,532.25,-496.828125,9
,,,,645,495,110,58,64511049558,Dak'fron,645.859375,-495.546875,9
,,,,501,494,123,83,50112349483,Dak'fron,501.9609375,-494.3515625,9
,,,,587,482,83,24,5878348224,Dak'fron,587.6484375,-482.8125,9
,,,,563,463,64,8,5636446308,Dak'fron,563.5,-463.9375,9
,,,,554,495,63,88,5546349588,Dak'fron,554.4921875,-495.3125,9
,,,,617,478,60,116,61760478116,Dak'fron,617.46875,-478.09375,9
,,,,533,479,99,122,53399479122,Dak'fron,533.7734375,-479.046875,9
,,,,579,489,15,79,5791548979,Dak'fron,579.1171875,-489.3828125,9
,,,,568,467,74,105,56874467105,Dak'fron,568.578125,-467.1796875,9
,,,,562,483,33,77,5623348377,Dak'fron,562.2578125,-483.3984375,9
,,,,605,461,68,115,60568461115,Dak'fron,605.53125,-461.1015625,9
,,,,580,487,91,10,5809148710,Dak'fron,580.7109375,-487.921875,9
,,,,619,478,13,23,6191347823,Dak'fron,619.1015625,-478.8203125,9
,,,,564,487,72,92,5647248792,Dak'fron,564.5625,-487.28125,9
,,,,593,478,18,33,5931847833,Dak'fron,593.140625,-478.7421875,9
,,,,556,463,99,70,5569946370,Dak'fron,556.7734375,-463.453125,9
,,,,568,448,3,101,56803448101,Dak'fron,568.0234375,-448.2109375,9
,,,,635,484,93,61,6359348461,Dak'fron,635.7265625,-484.5234375,9
,,,,578,486,38,50,5783848650,Dak'fron,578.296875,-486.609375,9
,,,,511,485,5,118,51105485118,Dak'fron,511.0390625,-485.078125,9
,,,,545,495,1,33,5450149533,Dak'fron,545.0078125,-495.7421875,9
,,,,550,490,76,110,55076490110,Dak'fron,550.59375,-490.140625,9
,,,,510,489,67,36,5106748936,Dak'fron,510.5234375,-489.71875,9
,,,,598,490,68,69,5986849069,Dak'fron,598.53125,-490.4609375,9
,,,,582,466,79,114,58279466114,Dak'fron,582.6171875,-466.109375,9
,,,,610,451,36,88,6103645188,Dak'fron,610.28125,-451.3125,9
,,,,619,475,113,54,61911347554,Dak'fron,619.8828125,-475.578125,9
,,,,585,479,91,68,5859147968,Dak'fron,585.7109375,-479.46875,9
,,,,614,484,128,78,61412848478,Dak'fron,615,-484.390625,9
,,,,619,493,63,87,6196349387,Dak'fron,619.4921875,-493.3203125,9
,,,,511,484,68,22,5116848422,Dak'fron,511.53125,-484.828125,9
,,,,627,486,82,44,6278248644,Dak'fron,627.640625,-486.65625,9
,,,,578,454,78,17,5787845417,Dak'fron,578.609375,-454.8671875,9
,,,,574,479,84,35,5748447935,Dak'fron,574.65625,-479.7265625,9
,,,,615,486,47,110,61547486110,Dak'fron,615.3671875,-486.140625,9
,,,,583,493,6,125,58306493125,Dak'fron,583.046875,-493.0234375,9
,,,,497,480,65,9,4976548009,Dak'fron,497.5078125,-480.9296875,9
,,,,524,473,4,37,5240447337,Dak'fron,524.03125,-473.7109375,9
,,,,580,450,61,68,5806145068,Dak'fron,580.4765625,-450.46875,9
,,,,550,486,111,14,55011148614,Dak'fron,550.8671875,-486.890625,9
,,,,627,488,74,120,62774488120,Dak'fron,627.578125,-488.0625,9
,,,,639,496,87,81,6398749681,Dak'fron,639.6796875,-496.3671875,9
,,,,530,499,10,61,5301049961,Dak'fron,530.078125,-499.5234375,9
,,,,634,477,27,122,63427477122,Dak'fron,634.2109375,-477.046875,9
,,,,588,487,56,97,5885648797,Dak'fron,588.4375,-487.2421875,9
,,,,538,494,73,8,5387349408,Dak'fron,538.5703125,-494.9375,9
,,,,569,471,79,83,5697947183,Dak'fron,569.6171875,-471.3515625,9
,,,,530,483,12,82,5301248382,Dak'fron,530.09375,-483.359375,9
,,,,565,466,96,86,5659646686,Dak'fron,565.75,-466.328125,9
,,,,586,486,36,3,5863648603,Dak'fron,586.28125,-486.9765625,9
,,,,595,481,109,52,59510948152,Dak'fron,595.8515625,-481.59375,9
,,,,575,486,65,93,5756548693,Dak'fron,575.5078125,-486.2734375,9
,,,,527,492,116,55,52711649255,Dak'fron,527.90625,-492.5703125,9
