name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
,,,,415,478,90,18,4159047818,Bergama,415.703125,-478.859375,8
,,,,378,455,61,88,3786145588,Alik'r Desert,378.4765625,-455.3125,8
,,,,541,437,54,76,5415443776,Alik'r Desert,541.421875,-437.40625,8
,,,,477,477,35,79,4773547779,Alik'r Desert,477.2734375,-477.3828125,8
,,,,484,473,108,51,48410847351,Alik'r Desert,484.84375,-473.6015625,8
,,,,484,473,93,58,4849347358,Alik'r Desert,484.7265625,-473.546875,8
,,,,513,451,63,67,5136345167,Alik'r Desert,513.4921875,-451.4765625,8
,,,,416,479,35,82,4163547982,Bergama,416.2734375,-479.359375,8
,,,,378,455,86,125,37886455125,Alik'r Desert,378.671875,-455.0234375,8
,,,,486,474,72,38,4867247438,Alik'r Desert,486.5625,-474.703125,8
,,,,415,478,74,72,4157447872,Bergama,415.578125,-478.4375,8
,,,,394,454,119,64,39411945464,Alik'r Desert,394.9296875,-454.5,8
,,,,465,471,32,95,4653247195,Alik'r Desert,465.25,-471.2578125,8
,,,,395,454,65,56,3956545456,Alik'r Desert,395.5078125,-454.5625,8
,,,,394,453,51,68,3945145368,Alik'r Desert,394.3984375,-453.46875,8
,,,,414,477,45,64,4144547764,Bergama,414.3515625,-477.5,8
,,,,363,436,60,114,36360436114,Alik'r Desert,363.46875,-436.109375,8
,,,,378,455,29,127,37829455127,Alik'r Desert,378.2265625,-455.0078125,8
,,,,343,476,77,78,3437747678,Alik'r Desert,343.6015625,-476.390625,8
,,,,486,474,64,26,4866447426,Alik'r Desert,486.5,-474.796875,8
,,,,537,411,38,76,5373841176,Alik'r Desert,537.296875,-411.40625,8
,,,,540,436,114,36,54011443636,Alik'r Desert,540.890625,-436.71875,8
,,,,484,473,79,52,4847947352,Alik'r Desert,484.6171875,-473.59375,8
,,,,479,479,79,26,4797947926,Alik'r Desert,479.6171875,-479.796875,8
,,,,556,427,87,127,55687427127,Alik'r Desert,556.6796875,-427.0078125,8
,,,,334,434,27,23,3342743423,Alik'r Desert,334.2109375,-434.8203125,8
,,,,417,480,67,56,4176748056,Bergama,417.5234375,-480.5625,8
,,,,481,480,93,78,4819348078,Alik'r Desert,481.7265625,-480.390625,8
,,,,486,475,96,108,48696475108,Alik'r Desert,486.75,-475.15625,8
,,,,416,479,83,95,4168347995,Bergama,416.6484375,-479.2578125,8
,,,,336,436,10,1,3361043601,Alik'r Desert,336.078125,-436.9921875,8
,,,,445,476,102,93,44510247693,Bergama,445.796875,-476.2734375,8
,,,,334,434,45,5,3344543405,Alik'r Desert,334.3515625,-434.9609375,8
,,,,388,461,41,99,3884146199,Alik'r Desert,388.3203125,-461.2265625,8
,,,,415,478,59,77,4155947877,Bergama,415.4609375,-478.3984375,8
,,,,335,437,83,97,3358343797,Alik'r Desert,335.6484375,-437.2421875,8
,,,,445,477,72,91,4457247791,Bergama,445.5625,-477.2890625,8
,,,,540,437,82,87,5408243787,Alik'r Desert,540.640625,-437.3203125,8
,,,,445,476,6,109,44506476109,Bergama,445.046875,-476.1484375,8
,,,,478,477,33,50,4783347750,Alik'r Desert,478.2578125,-477.609375,8
,,,,478,477,73,8,4787347708,Alik'r Desert,478.5703125,-477.9375,8
,,,,378,454,24,12,3782445412,Alik'r Desert,378.1875,-454.90625,8
,,,,541,436,44,1,5414443601,Alik'r Desert,541.34375,-436.9921875,8
,,,,375,499,45,97,3754549997,Alik'r Desert,375.3515625,-499.2421875,8
,,,,369,497,127,5,36912749705,Alik'r Desert,369.9921875,-497.9609375,8
,,,,413,475,55,52,4135547552,Bergama,413.4296875,-475.59375,8
,,,,481,480,105,72,48110548072,Alik'r Desert,481.8203125,-480.4375,8
,,,,415,477,56,14,4155647714,Bergama,415.4375,-477.890625,8
,,,,249,463,61,114,24961463114,Alik'r Desert,249.4765625,-463.109375,8
,,,,478,478,79,125,47879478125,Alik'r Desert,478.6171875,-478.0234375,8
,,,,464,471,73,90,4647347190,Alik'r Desert,464.5703125,-471.296875,8
,,,,373,439,111,78,37311143978,Alik'r Desert,373.8671875,-439.390625,8
,,,,414,476,18,124,41418476124,Bergama,414.140625,-476.03125,8
,,,,335,437,61,95,3356143795,Alik'r Desert,335.4765625,-437.2578125,8
,,,,540,437,115,125,540115437125,Alik'r Desert,540.8984375,-437.0234375,8
,,,,373,496,46,5,3734649605,Alik'r Desert,373.359375,-496.9609375,8
,,,,485,474,5,100,48505474100,Alik'r Desert,485.0390625,-474.21875,8
,,,,417,480,26,28,4172648028,Bergama,417.203125,-480.78125,8
,,,,414,475,12,36,4141247536,Bergama,414.09375,-475.71875,8
,,,,250,465,72,22,2507246522,Alik'r Desert,250.5625,-465.828125,8
,,,,378,455,35,100,37835455100,Alik'r Desert,378.2734375,-455.21875,8
,,,,484,473,49,113,48449473113,Alik'r Desert,484.3828125,-473.1171875,8
,,,,539,437,125,104,539125437104,Alik'r Desert,539.9765625,-437.1875,8
,,,,377,443,127,82,37712744382,Alik'r Desert,377.9921875,-443.359375,8
,,,,401,468,29,14,4012946814,Bergama,401.2265625,-468.890625,8
,,,,536,411,90,108,53690411108,Alik'r Desert,536.703125,-411.15625,8
,,,,540,436,67,19,5406743619,Alik'r Desert,540.5234375,-436.8515625,8
,,,,504,467,55,13,5045546713,Dak'fron,504.4296875,-467.8984375,8
,,,,486,474,76,32,4867647432,Alik'r Desert,486.59375,-474.75,8
,,,,378,443,22,44,3782244344,Alik'r Desert,378.171875,-443.65625,8
,,,,493,442,87,125,49387442125,Alik'r Desert,493.6796875,-442.0234375,8
,,,,582,443,20,123,58220443123,Dak'fron,582.15625,-443.0390625,8
,,,,415,478,26,19,4152647819,Bergama,415.203125,-478.8515625,8
,,,,413,476,119,41,41311947641,Bergama,413.9296875,-476.6796875,8
,,,,394,453,22,19,3942245319,Alik'r Desert,394.171875,-453.8515625,8
,,,,373,438,32,91,3733243891,Alik'r Desert,373.25,-438.2890625,8
,,,,399,469,32,109,39932469109,Alik'r Desert,399.25,-469.1484375,8
,,,,399,474,20,104,39920474104,Alik'r Desert,399.15625,-474.1875,8
,,,,483,481,77,101,48377481101,Dak'fron,483.6015625,-481.2109375,8
,,,,488,470,33,22,4883347022,Alik'r Desert,488.2578125,-470.828125,8
,,,,479,479,115,15,47911547915,Alik'r Desert,479.8984375,-479.8828125,8
,,,,414,477,60,55,4146047755,Bergama,414.46875,-477.5703125,8
,,,,372,438,50,125,37250438125,Alik'r Desert,372.390625,-438.0234375,8
,,,,480,480,78,111,48078480111,Alik'r Desert,480.609375,-480.1328125,8
