name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,228,106,109,125,228109106125,Ilessan Hills,228.8515625,-106.0234375,3,9
,,,,932,80,58,42,932588042,Wrothgarian Mountains,932.453125,-80.671875,4,9
,,,,131,113,115,86,13111511386,Tulune,131.8984375,-113.328125,3,9
,,,,950,55,118,110,95011855110,Wrothgarian Mountains,950.921875,-55.140625,4,9
,,,,993,421,110,56,99311042156,Dragontail Mountains,993.859375,-421.5625,4,9
,,,,883,419,92,123,88392419123,Dragontail Mountains,883.71875,-419.0390625,4,9
,,,,659,362,6,96,6590636296,Dragontail Mountains,659.046875,-362.25,4,9
,,,,146,110,118,122,146118110122,Glenpoint,146.921875,-110.046875,3,9
,,,,972,41,102,104,97210241104,Wrothgarian Mountains,972.796875,-41.1875,4,9
,,,,940,18,20,45,940201845,Wrothgarian Mountains,940.15625,-18.6484375,4,9
,,,,127,117,99,1,1279911701,Tulune,127.7734375,-117.9921875,3,9
,,,,803,17,52,32,803521732,Wrothgarian Mountains,803.40625,-17.75,4,9
,,,,953,94,91,52,953919452,Wrothgarian Mountains,953.7109375,-94.59375,4,9
,,,,842,80,38,100,8423880100,Wrothgarian Mountains,842.296875,-80.21875,4,9
,,,,937,89,81,14,937818914,Wrothgarian Mountains,937.6328125,-89.890625,4,9
,,,,744,387,101,96,74410138796,Dragontail Mountains,744.7890625,-387.25,4,9
,,,,979,70,47,20,979477020,Wrothgarian Mountains,979.3671875,-70.84375,4,9
,,,,650,360,86,116,65086360116,Dragontail Mountains,650.671875,-360.09375,4,9
,,,,130,113,13,91,1301311391,Tulune,130.1015625,-113.2890625,3,9
,,,,159,99,96,55,159969955,Glenpoint,159.75,-99.5703125,3,9
,,,,132,104,90,51,1329010451,Glenumbra Moors,132.703125,-104.6015625,3,9
,,,,782,397,1,64,7820139764,Dragontail Mountains,782.0078125,-397.5,4,9
,,,,977,423,3,33,9770342333,Dragontail Mountains,977.0234375,-423.7421875,4,9
,,,,809,65,0,69,809006569,Wrothgarian Mountains,809,-65.4609375,4,9
,,,,204,131,38,45,2043813145,Glenpoint,204.296875,-131.6484375,3,9
,,,,941,130,22,118,94122130118,Wrothgarian Mountains,941.171875,-130.078125,4,9
,,,,166,107,37,31,1663710731,Glenpoint,166.2890625,-107.7578125,3,9
,,,,915,113,12,26,9151211326,Wrothgarian Mountains,915.09375,-113.796875,4,9
,,,,910,448,5,50,9100544850,Ephesus,910.0390625,-448.609375,4,9
,,,,840,86,70,124,8407086124,Wrothgarian Mountains,840.546875,-86.03125,4,9
,,,,864,93,124,73,8641249373,Wrothgarian Mountains,864.96875,-93.4296875,4,9
,,,,971,445,69,92,9716944592,Dragontail Mountains,971.5390625,-445.28125,4,9
,,,,984,132,68,63,9846813263,Wrothgarian Mountains,984.53125,-132.5078125,4,9
,,,,981,51,5,111,9810551111,Wrothgarian Mountains,981.0390625,-51.1328125,4,9
,,,,861,438,65,59,8616543859,Ephesus,861.5078125,-438.5390625,4,9
,,,,840,79,51,84,840517984,Wrothgarian Mountains,840.3984375,-79.34375,4,9
,,,,970,40,59,49,970594049,Wrothgarian Mountains,970.4609375,-40.6171875,4,9
,,,,915,113,6,72,9150611372,Wrothgarian Mountains,915.046875,-113.4375,4,9
,,,,942,88,52,99,942528899,Wrothgarian Mountains,942.40625,-88.2265625,4,9
,,,,866,48,63,119,8666348119,Wrothgarian Mountains,866.4921875,-48.0703125,4,9
,,,,898,439,32,67,8983243967,Ephesus,898.25,-439.4765625,4,9
,,,,880,465,88,42,8808846542,Ephesus,880.6875,-465.671875,4,9
,,,,183,105,106,102,183106105102,Glenpoint,183.828125,-105.203125,3,9
,,,,648,360,92,90,6489236090,Dragontail Mountains,648.71875,-360.296875,4,9
,,,,976,423,102,76,97610242376,Dragontail Mountains,976.796875,-423.40625,4,9
,,,,940,74,45,119,9404574119,Wrothgarian Mountains,940.3515625,-74.0703125,4,9
,,,,980,77,104,35,9801047735,Wrothgarian Mountains,980.8125,-77.7265625,4,9
,,,,920,49,19,67,920194967,Wrothgarian Mountains,920.1484375,-49.4765625,4,9
,,,,990,59,79,128,9907959128,Wrothgarian Mountains,990.6171875,-59,4,9
,,,,867,417,97,74,8679741774,Dragontail Mountains,867.7578125,-417.421875,4,9
,,,,658,364,110,93,65811036493,Dragontail Mountains,658.859375,-364.2734375,4,9
,,,,937,125,49,24,9374912524,Wrothgarian Mountains,937.3828125,-125.8125,4,9
,,,,652,360,110,10,65211036010,Dragontail Mountains,652.859375,-360.921875,4,9
,,,,615,336,49,4,6154933604,Dragontail Mountains,615.3828125,-336.96875,4,9
,,,,845,39,109,65,8451093965,Wrothgarian Mountains,845.8515625,-39.4921875,4,9
,,,,949,121,61,83,9496112183,Wrothgarian Mountains,949.4765625,-121.3515625,4,9
,,,,940,130,114,76,94011413076,Wrothgarian Mountains,940.890625,-130.40625,4,9
,,,,884,420,20,19,8842042019,Dragontail Mountains,884.15625,-420.8515625,4,9
,,,,930,56,38,90,930385690,Wrothgarian Mountains,930.296875,-56.296875,4,9
,,,,968,72,120,127,96812072127,Wrothgarian Mountains,968.9375,-72.0078125,4,9
,,,,864,473,20,115,86420473115,Dragontail Mountains,864.15625,-473.1015625,4,9
,,,,179,107,95,78,1799510778,Glenpoint,179.7421875,-107.390625,3,9
,,,,938,87,51,124,9385187124,Wrothgarian Mountains,938.3984375,-87.03125,4,9
,,,,229,110,50,18,2295011018,Ilessan Hills,229.390625,-110.859375,3,9
,,,,853,76,127,35,8531277635,Wrothgarian Mountains,853.9921875,-76.7265625,4,9
,,,,129,129,68,76,1296812976,Glenpoint,129.53125,-129.40625,3,9
,,,,932,85,52,13,932528513,Wrothgarian Mountains,932.40625,-85.8984375,4,9
,,,,906,441,114,27,90611444127,Ephesus,906.890625,-441.7890625,4,9
,,,,176,147,20,22,1762014722,Glenpoint,176.15625,-147.828125,3,9
,,,,976,423,73,115,97673423115,Dragontail Mountains,976.5703125,-423.1015625,4,9
,,,,137,124,93,17,1379312417,Glenpoint,137.7265625,-124.8671875,3,9
,,,,138,124,17,74,1381712474,Glenpoint,138.1328125,-124.421875,3,9
,,,,815,22,38,127,8153822127,Wrothgarian Mountains,815.296875,-22.0078125,4,9
,,,,949,61,78,84,949786184,Wrothgarian Mountains,949.609375,-61.34375,4,9
,,,,746,442,92,61,7469244261,Dragontail Mountains,746.71875,-442.5234375,4,9
,,,,920,417,42,54,9204241754,Dragontail Mountains,920.328125,-417.578125,4,9
,,,,157,138,32,8,1573213808,Glenpoint,157.25,-138.9375,3,9
,,,,855,77,125,10,8551257710,Wrothgarian Mountains,855.9765625,-77.921875,4,9
,,,,978,70,6,46,978067046,Wrothgarian Mountains,978.046875,-70.640625,4,9
,,,,970,39,108,26,9701083926,Wrothgarian Mountains,970.84375,-39.796875,4,9
