name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,673,395,93,8,"6739339508",Dragontail Mountains,673.7265625,-395.9375,4,5
,,,,879,482,81,93,"8798148293",Dragontail Mountains,879.6328125,-482.2734375,4,5
,,,,903,34,127,14,"9031273414",Wrothgarian Mountains,903.9921875,-34.890625,4,5
,,,,233,146,46,64,"2334614664",Daggerfall,233.359375,-146.5,3,5
,,,,834,62,5,50,"834056250",Wrothgarian Mountains,834.0390625,-62.609375,4,5
,,,,793,490,69,20,"7936949020",Dragontail Mountains,793.5390625,-490.84375,4,5
,,,,993,472,73,58,"9937347258",Dragontail Mountains,993.5703125,-472.546875,4,5
,,,,965,14,73,87,"965731487",Wrothgarian Mountains,965.5703125,-14.3203125,4,5
,,,,933,168,123,38,"93312316838",Wrothgarian Mountains,933.9609375,-168.703125,4,5
,,,,870,481,102,52,"87010248152",Dragontail Mountains,870.796875,-481.59375,4,5
,,,,661,330,14,18,"6611433018",Dragontail Mountains,661.109375,-330.859375,4,5
,,,,975,106,96,74,"9759610674",Wrothgarian Mountains,975.75,-106.421875,4,5
,,,,950,453,124,81,"95012445381",Dragontail Mountains,950.96875,-453.3671875,4,5
,,,,798,402,92,49,"7989240249",Dragontail Mountains,798.71875,-402.6171875,4,5
,,,,842,37,19,92,"842193792",Wrothgarian Mountains,842.1484375,-37.28125,4,5
,,,,677,10,46,90,"677461090",Wrothgarian Mountains,677.359375,-10.296875,4,5
,,,,987,175,4,104,"98704175104",Wrothgarian Mountains,987.03125,-175.1875,4,5
,,,,660,301,116,5,"66011630105",Dragontail Mountains,660.90625,-301.9609375,4,5
,,,,759,37,88,54,"759883754",Wrothgarian Mountains,759.6875,-37.578125,4,5
,,,,723,430,19,70,"7231943070",Dragontail Mountains,723.1484375,-430.453125,4,5
,,,,694,9,32,51,"694320951",Wrothgarian Mountains,694.25,-9.6015625,4,5
,,,,196,134,128,108,"196128134108",Glenpoint,197,-134.15625,3,5
,,,,787,13,33,96,"787331396",Wrothgarian Mountains,787.2578125,-13.25,4,5
,,,,716,68,46,125,"7164668125",Wrothgarian Mountains,716.359375,-68.0234375,4,5
,,,,828,64,77,67,"828776467",Wrothgarian Mountains,828.6015625,-64.4765625,4,5
,,,,963,401,24,99,"9632440199",Dragontail Mountains,963.1875,-401.2265625,4,5
,,,,585,344,14,6,"5851434406",Tigonus,585.109375,-344.953125,7,5
,,,,950,116,61,37,"9506111637",Wrothgarian Mountains,950.4765625,-116.7109375,4,5
,,,,430,102,40,37,"4304010237",Urvaius,430.3125,-102.7109375,1,5
,,,,237,115,95,63,"2379511563",Ilessan Hills,237.7421875,-115.5078125,3,5
,,,,858,22,108,28,"8581082228",Wrothgarian Mountains,858.84375,-22.78125,4,5
,,,,677,320,31,124,"67731320124",Dragontail Mountains,677.2421875,-320.03125,4,5
,,,,772,5,35,119,"7723505119",Wrothgarian Mountains,772.2734375,-5.0703125,4,5
,,,,927,142,15,74,"9271514274",Wrothgarian Mountains,927.1171875,-142.421875,4,5
,,,,222,131,125,124,"222125131124",Glenpoint,222.9765625,-131.03125,3,5
,,,,977,34,119,63,"9771193463",Wrothgarian Mountains,977.9296875,-34.5078125,4,5
,,,,861,401,84,70,"8618440170",Dragontail Mountains,861.65625,-401.453125,4,5
,,,,417,481,99,47,"4179948147",Bergama,417.7734375,-481.6328125,8,5
,,,,723,189,3,44,"7230318944",Isle of Balfiera,723.0234375,-189.65625,4,5
,,,,918,145,118,101,"918118145101",Wrothgarian Mountains,918.921875,-145.2109375,4,5
,,,,219,88,127,105,"21912788105",Ilessan Hills,219.9921875,-88.1796875,3,5
,,,,928,44,36,47,"928364447",Wrothgarian Mountains,928.28125,-44.6328125,4,5
,,,,937,136,83,15,"9378313615",Wrothgarian Mountains,937.6484375,-136.8828125,4,5
,,,,911,29,114,91,"9111142991",Wrothgarian Mountains,911.890625,-29.2890625,4,5
,,,,831,74,42,23,"831427423",Wrothgarian Mountains,831.328125,-74.8203125,4,5
,,,,792,418,31,65,"7923141865",Dragontail Mountains,792.2421875,-418.4921875,4,5
,,,,924,438,92,18,"9249243818",Ephesus,924.71875,-438.859375,4,5
,,,,156,148,67,63,"1566714863",Daggerfall,156.5234375,-148.5078125,3,5
,,,,144,119,84,24,"1448411924",Glenpoint,144.65625,-119.8125,3,5
,,,,664,290,120,45,"66412029045",Lainlyn,664.9375,-290.6484375,4,5
,,,,915,43,59,35,"915594335",Wrothgarian Mountains,915.4609375,-43.7265625,4,5
,,,,980,497,18,55,"9801849755",Dragontail Mountains,980.140625,-497.5703125,4,5
,,,,954,139,81,27,"9548113927",Wrothgarian Mountains,954.6328125,-139.7890625,4,5
,,,,711,200,78,63,"7117820063",Isle of Balfiera,711.609375,-200.5078125,4,5
,,,,724,358,56,111,"72456358111",Totambu,724.4375,-358.1328125,5,5
,,,,843,397,125,32,"84312539732",Dragontail Mountains,843.9765625,-397.75,4,5
,,,,925,418,111,27,"92511141827",Dragontail Mountains,925.8671875,-418.7890625,4,5
,,,,827,26,118,68,"8271182668",Wrothgarian Mountains,827.921875,-26.46875,4,5
,,,,998,440,115,72,"99811544072",Dragontail Mountains,998.8984375,-440.4375,4,5
,,,,897,110,1,118,"89701110118",Wrothgarian Mountains,897.0078125,-110.078125,4,5
,,,,708,87,15,50,"708158750",Koegria,708.1171875,-87.609375,4,5
,,,,181,175,108,61,"18110817561",Daggerfall,181.84375,-175.5234375,1,5
,,,,853,393,70,73,"8537039373",Dragontail Mountains,853.546875,-393.4296875,4,5
,,,,805,8,26,52,"805260852",Wrothgarian Mountains,805.203125,-8.59375,4,5
,,,,554,498,32,20,"5543249820",Dak'fron,554.25,-498.84375,9,5
,,,,793,69,127,120,"79312769120",Wrothgarian Mountains,793.9921875,-69.0625,4,5
,,,,720,76,8,100,"7200876100",Wrothgarian Mountains,720.0625,-76.21875,4,5
,,,,764,25,82,38,"764822538",Wrothgarian Mountains,764.640625,-25.703125,4,5
,,,,974,69,58,123,"9745869123",Wrothgarian Mountains,974.453125,-69.0390625,4,5
,,,,520,497,15,45,"5201549745",Dak'fron,520.1171875,-497.6484375,9,5
,,,,888,433,19,47,"8881943347",Ephesus,888.1484375,-433.6328125,4,5
,,,,940,491,67,61,"9406749161",Dragontail Mountains,940.5234375,-491.5234375,4,5
,,,,934,208,110,91,"93411020891",Wayrest,934.859375,-208.2890625,3,5
,,,,976,418,69,84,"9766941884",Dragontail Mountains,976.5390625,-418.34375,4,5
,,,,958,148,113,88,"95811314888",Wrothgarian Mountains,958.8828125,-148.3125,4,5
,,,,209,129,111,37,"20911112937",Glenpoint,209.8671875,-129.7109375,3,5
,,,,673,290,27,77,"6732729077",Lainlyn,673.2109375,-290.3984375,5,5
,,,,883,69,44,83,"883446983",Wrothgarian Mountains,883.34375,-69.3515625,4,5
,,,,758,97,14,65,"758149765",Wrothgarian Mountains,758.109375,-97.4921875,4,5
,,,,914,46,29,33,"914294633",Wrothgarian Mountains,914.2265625,-46.7421875,4,5
,,,,897,17,79,40,"897791740",Wrothgarian Mountains,897.6171875,-17.6875,4,5
,,,,917,188,86,90,"9178618890",Wrothgarian Mountains,917.671875,-188.296875,3,5
,,,,847,36,116,92,"8471163692",Wrothgarian Mountains,847.90625,-36.28125,4,5
,,,,737,18,111,46,"7371111846",Wrothgarian Mountains,737.8671875,-18.640625,4,5
,,,,939,438,42,86,"9394243886",Dragontail Mountains,939.328125,-438.328125,4,5
,,,,856,388,119,9,"85611938809",Totambu,856.9296875,-388.9296875,5,5
,,,,784,53,36,102,"7843653102",Wrothgarian Mountains,784.28125,-53.203125,4,5
,,,,774,12,91,12,"774911212",Wrothgarian Mountains,774.7109375,-12.90625,4,5
,,,,992,168,3,47,"9920316847",Wrothgarian Mountains,992.0234375,-168.6328125,4,5
,,,,314,113,42,28,"3144211328",Shalgora,314.328125,-113.78125,2,5
,,,,898,318,90,22,"8989031822",Mournoth,898.703125,-318.828125,5,5
,,,,686,306,33,127,"68633306127",Lainlyn,686.2578125,-306.0078125,5,5
,,,,179,103,20,84,"1792010384",Glenpoint,179.15625,-103.34375,3,5
,,,,902,151,45,13,"9024515113",Wrothgarian Mountains,902.3515625,-151.8984375,4,5
,,,,703,27,114,127,"70311427127",Wrothgarian Mountains,703.890625,-27.0078125,4,5
,,,,931,439,123,87,"93112343987",Dragontail Mountains,931.9609375,-439.3203125,4,5
,,,,142,121,124,63,"14212412163",Glenpoint,142.96875,-121.5078125,3,5
,,,,797,13,123,77,"7971231377",Wrothgarian Mountains,797.9609375,-13.3984375,4,5
,,,,905,94,70,58,"905709458",Wrothgarian Mountains,905.546875,-94.546875,4,5
,,,,947,43,3,78,"947034378",Wrothgarian Mountains,947.0234375,-43.390625,4,5
,,,,944,315,37,40,"9443731540",Mournoth,944.2890625,-315.6875,5,5
,,,,334,72,42,23,"334427223",Ilessan Hills,334.328125,-72.8203125,1,5
,,,,859,10,3,37,"859031037",Wrothgarian Mountains,859.0234375,-10.7109375,4,5
,,,,597,499,63,61,"5976349961",Dak'fron,597.4921875,-499.5234375,9,5
,,,,138,138,118,35,"13811813835",Glenpoint,138.921875,-138.7265625,3,5
,,,,822,363,64,18,"8226436318",Totambu,822.5,-363.859375,5,5
,,,,909,91,41,101,"9094191101",Wrothgarian Mountains,909.3203125,-91.2109375,4,5
,,,,720,419,81,13,"7208141913",Dragontail Mountains,720.6328125,-419.8984375,4,5
,,,,774,53,35,97,"774355397",Wrothgarian Mountains,774.2734375,-53.2421875,4,5
,,,,630,13,114,86,"6301141386",Wrothgarian Mountains,630.890625,-13.328125,4,5
,,,,986,18,27,36,"986271836",Wrothgarian Mountains,986.2109375,-18.71875,4,5
,,,,548,479,35,68,"5483547968",Dak'fron,548.2734375,-479.46875,9,5
,,,,983,177,27,81,"9832717781",Wrothgarian Mountains,983.2109375,-177.3671875,4,5
,,,,850,498,82,20,"8508249820",Dragontail Mountains,850.640625,-498.84375,4,5
,,,,280,81,77,42,"280778142",Ilessan Hills,280.6015625,-81.671875,1,5
,,,,883,97,19,44,"883199744",Wrothgarian Mountains,883.1484375,-97.65625,4,5
,,,,162,478,69,19,"1626947819",Abibon-gora,162.5390625,-478.8515625,7,5
,,,,649,60,22,41,"649226041",Kambria,649.171875,-60.6796875,4,5
,,,,919,426,9,42,"9190942642",Ephesus,919.0703125,-426.671875,4,5
,,,,830,111,17,12,"8301711112",Wrothgarian Mountains,830.1328125,-111.90625,4,5
,,,,940,408,6,13,"9400640813",Dragontail Mountains,940.046875,-408.8984375,4,5
,,,,793,55,95,114,"7939555114",Wrothgarian Mountains,793.7421875,-55.109375,4,5
,,,,900,31,17,90,"900173190",Wrothgarian Mountains,900.1328125,-31.296875,4,5
,,,,678,452,59,86,"6785945286",Dak'fron,678.4609375,-452.328125,4,5
,,,,806,388,0,45,"8060038845",Dragontail Mountains,806,-388.6484375,4,5
,,,,847,367,3,100,"84703367100",Totambu,847.0234375,-367.21875,5,5
,,,,957,116,73,24,"9577311624",Wrothgarian Mountains,957.5703125,-116.8125,4,5
,,,,727,85,20,42,"727208542",Wrothgarian Mountains,727.15625,-85.671875,4,5
,,,,724,340,31,28,"7243134028",Kozanset,724.2421875,-340.78125,5,5
,,,,966,153,17,38,"9661715338",Wrothgarian Mountains,966.1328125,-153.703125,4,5
,,,,394,377,37,17,"3943737717",Sentinel,394.2890625,-377.8671875,7,5
,,,,864,43,13,20,"864134320",Wrothgarian Mountains,864.1015625,-43.84375,4,5
,,,,969,94,36,102,"9693694102",Wrothgarian Mountains,969.28125,-94.203125,4,5
,,,,764,43,127,110,"76412743110",Wrothgarian Mountains,764.9921875,-43.140625,4,5
,,,,960,428,59,14,"9605942814",Dragontail Mountains,960.4609375,-428.890625,4,5
,,,,726,463,82,76,"7268246376",Dragontail Mountains,726.640625,-463.40625,4,5
,,,,723,367,59,36,"7235936736",Dragontail Mountains,723.4609375,-367.71875,4,5
,,,,871,466,40,60,"8714046660",Ephesus,871.3125,-466.53125,4,5
,,,,846,61,119,41,"8461196141",Wrothgarian Mountains,846.9296875,-61.6796875,4,5
,,,,927,92,44,93,"927449293",Wrothgarian Mountains,927.34375,-92.2734375,4,5
,,,,159,133,87,32,"1598713332",Glenpoint,159.6796875,-133.75,3,5
,,,,659,282,18,73,"6591828273",Lainlyn,659.140625,-282.4296875,4,5
,,,,900,482,65,59,"9006548259",Dragontail Mountains,900.5078125,-482.5390625,4,5
,,,,898,13,35,56,"898351356",Wrothgarian Mountains,898.2734375,-13.5625,4,5
,,,,938,441,46,81,"9384644181",Dragontail Mountains,938.359375,-441.3671875,4,5
,,,,207,146,92,42,"2079214642",Glenpoint,207.71875,-146.671875,3,5
,,,,863,391,33,46,"8633339146",Dragontail Mountains,863.2578125,-391.640625,4,5
,,,,206,147,73,37,"2067314737",Glenpoint,206.5703125,-147.7109375,3,5
,,,,642,347,26,9,"6422634709",Dragontail Mountains,642.203125,-347.9296875,4,5
,,,,691,96,37,26,"691379626",Koegria,691.2890625,-96.796875,1,5
,,,,313,107,38,105,"31338107105",Shalgora,313.296875,-107.1796875,2,5
,,,,819,3,99,74,"819990374",Wrothgarian Mountains,819.7734375,-3.421875,4,5
,,,,802,301,69,46,"8026930146",Satakalaam,802.5390625,-301.640625,5,5
,,,,943,478,64,87,"9436447887",Dragontail Mountains,943.5,-478.3203125,4,5
,,,,692,392,127,83,"69212739283",Dragontail Mountains,692.9921875,-392.3515625,4,5
,,,,903,171,59,101,"90359171101",Orsinium Area,903.4609375,-171.2109375,3,5
,,,,852,158,6,4,"8520615804",Orsinium Area,852.046875,-158.96875,3,5
,,,,324,132,95,77,"3249513277",Shalgora,324.7421875,-132.3984375,1,5
,,,,900,11,111,90,"9001111190",Wrothgarian Mountains,900.8671875,-11.296875,4,5
,,,,322,128,61,15,"3226112815",Shalgora,322.4765625,-128.8828125,1,5
,,,,844,414,122,64,"84412241464",Dragontail Mountains,844.953125,-414.5,4,5
,,,,884,63,105,96,"8841056396",Wrothgarian Mountains,884.8203125,-63.25,4,5
,,,,892,81,24,46,"892248146",Wrothgarian Mountains,892.1875,-81.640625,4,5
,,,,674,9,9,15,"674090915",Wrothgarian Mountains,674.0703125,-9.8828125,4,5
,,,,805,417,69,55,"8056941755",Dragontail Mountains,805.5390625,-417.5703125,4,5
,,,,916,460,92,41,"9169246041",Ephesus,916.71875,-460.6796875,4,5
,,,,481,78,110,74,"4811107874",Urvaius,481.859375,-78.421875,1,5
,,,,932,144,111,41,"93211114441",Wrothgarian Mountains,932.8671875,-144.6796875,4,5
,,,,828,39,60,47,"828603947",Wrothgarian Mountains,828.46875,-39.6328125,4,5
,,,,997,143,37,42,"9973714342",Wrothgarian Mountains,997.2890625,-143.671875,4,5
,,,,903,418,0,82,"9030041882",Dragontail Mountains,903,-418.359375,4,5
,,,,853,66,58,58,"853586658",Wrothgarian Mountains,853.453125,-66.546875,4,5
,,,,723,361,47,42,"7234736142",Dragontail Mountains,723.3671875,-361.671875,4,5
,,,,985,404,95,81,"9859540481",Dragontail Mountains,985.7421875,-404.3671875,4,5
