name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
,,,,990,87,28,12,990288712,Wrothgarian Mountains,990.21875,-87.90625,4
,,,,933,398,1,49,9330139849,Dragontail Mountains,933.0078125,-398.6171875,4
,,,,886,160,111,113,886111160113,Orsinium Area,886.8671875,-160.1171875,3
,,,,959,457,38,4,9593845704,Dragontail Mountains,959.296875,-457.96875,4
,,,,928,19,76,65,928761965,Wrothgarian Mountains,928.59375,-19.4921875,4
,,,,749,37,18,63,749183763,Wrothgarian Mountains,749.140625,-37.5078125,4
,,,,928,496,91,82,9289149682,Dragontail Mountains,928.7109375,-496.359375,4
,,,,793,483,41,125,79341483125,Dragontail Mountains,793.3203125,-483.0234375,4
,,,,803,36,69,120,8036936120,Wrothgarian Mountains,803.5390625,-36.0625,4
,,,,844,53,113,127,84411353127,Wrothgarian Mountains,844.8828125,-53.0078125,4
,,,,885,438,54,114,88554438114,Ephesus,885.421875,-438.109375,4
,,,,996,27,31,45,996312745,Wrothgarian Mountains,996.2421875,-27.6484375,4
,,,,756,21,51,99,756512199,Wrothgarian Mountains,756.3984375,-21.2265625,4
,,,,882,436,4,51,8820443651,Ephesus,882.03125,-436.6015625,4
,,,,698,315,64,56,6986431556,Lainlyn,698.5,-315.5625,5
,,,,955,45,1,87,955014587,Wrothgarian Mountains,955.0078125,-45.3203125,4
,,,,926,464,14,33,9261446433,Dragontail Mountains,926.109375,-464.7421875,4
,,,,981,121,64,47,9816412147,Wrothgarian Mountains,981.5,-121.6328125,4
,,,,199,151,65,125,19965151125,Daggerfall,199.5078125,-151.0234375,3
,,,,905,85,35,123,9053585123,Wrothgarian Mountains,905.2734375,-85.0390625,4
,,,,859,405,105,59,85910540559,Dragontail Mountains,859.8203125,-405.5390625,4
,,,,971,379,51,20,9715137920,Mournoth,971.3984375,-379.84375,5
,,,,834,450,99,122,83499450122,Ephesus,834.7734375,-450.046875,4
,,,,963,378,10,8,9631037808,Mournoth,963.078125,-378.9375,5
,,,,717,43,13,41,717134341,Wrothgarian Mountains,717.1015625,-43.6796875,4
,,,,877,71,38,27,877387127,Wrothgarian Mountains,877.296875,-71.7890625,4
,,,,774,46,4,65,774044665,Wrothgarian Mountains,774.03125,-46.4921875,4
,,,,855,39,120,44,8551203944,Wrothgarian Mountains,855.9375,-39.65625,4
,,,,853,400,83,46,8538340046,Dragontail Mountains,853.6484375,-400.640625,4
,,,,920,408,84,106,92084408106,Dragontail Mountains,920.65625,-408.171875,4
,,,,814,421,106,105,814106421105,Dragontail Mountains,814.828125,-421.1796875,4
,,,,853,59,115,18,8531155918,Wrothgarian Mountains,853.8984375,-59.859375,4
,,,,910,102,42,122,91042102122,Wrothgarian Mountains,910.328125,-102.046875,4
,,,,841,484,67,12,8416748412,Dragontail Mountains,841.5234375,-484.90625,4
,,,,269,91,113,26,2691139126,Ilessan Hills,269.8828125,-91.796875,3
,,,,917,112,50,113,91750112113,Wrothgarian Mountains,917.390625,-112.1171875,4
,,,,739,42,90,83,739904283,Wrothgarian Mountains,739.703125,-42.3515625,4
,,,,767,46,52,17,767524617,Wrothgarian Mountains,767.40625,-46.8671875,4
,,,,820,458,127,13,82012745813,Ephesus,820.9921875,-458.8984375,4
,,,,947,134,35,42,9473513442,Wrothgarian Mountains,947.2734375,-134.671875,4
,,,,829,382,33,91,8293338291,Dragontail Mountains,829.2578125,-382.2890625,4
,,,,981,27,115,20,9811152720,Wrothgarian Mountains,981.8984375,-27.84375,4
,,,,843,493,15,64,8431549364,Dragontail Mountains,843.1171875,-493.5,4
,,,,968,27,109,23,9681092723,Wrothgarian Mountains,968.8515625,-27.8203125,4
