name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,952,62,5,92,"952056292",Wrothgarian Mountains,952.0390625,-62.28125,4,8
,,,,863,468,61,27,"8636146827",Ephesus,863.4765625,-468.7890625,4,8
,,,,905,422,55,96,"9055542296",Dragontail Mountains,905.4296875,-422.25,4,8
,,,,880,459,83,65,"8808345965",Ephesus,880.6484375,-459.4921875,4,8
,,,,933,126,124,37,"93312412637",Wrothgarian Mountains,933.96875,-126.7109375,4,8
,,,,871,26,60,110,"8716026110",Wrothgarian Mountains,871.46875,-26.140625,4,8
,,,,951,487,29,68,"9512948768",Dragontail Mountains,951.2265625,-487.46875,4,8
,,,,984,419,33,70,"9843341970",Dragontail Mountains,984.2578125,-419.453125,4,8
,,,,714,378,29,124,"71429378124",Dragontail Mountains,714.2265625,-378.03125,4,8
,,,,778,392,90,67,"7789039267",Dragontail Mountains,778.703125,-392.4765625,4,8
,,,,906,440,63,56,"9066344056",Ephesus,906.4921875,-440.5625,4,8
,,,,874,431,92,27,"8749243127",Ephesus,874.71875,-431.7890625,4,8
,,,,918,48,76,88,"918764888",Wrothgarian Mountains,918.59375,-48.3125,4,8
,,,,878,416,12,37,"8781241637",Dragontail Mountains,878.09375,-416.7109375,4,8
,,,,982,120,95,59,"9829512059",Wrothgarian Mountains,982.7421875,-120.5390625,4,8
,,,,914,443,76,35,"9147644335",Ephesus,914.59375,-443.7265625,4,8
,,,,940,467,87,67,"9408746767",Dragontail Mountains,940.6796875,-467.4765625,4,8
,,,,972,439,32,32,"9723243932",Dragontail Mountains,972.25,-439.75,4,8
,,,,615,334,91,10,"6159133410",Dragontail Mountains,615.7109375,-334.921875,4,8
,,,,669,368,56,74,"6695636874",Dragontail Mountains,669.4375,-368.421875,4,8
,,,,797,22,97,6,"797972206",Wrothgarian Mountains,797.7578125,-22.953125,4,8
,,,,950,126,4,120,"95004126120",Wrothgarian Mountains,950.03125,-126.0625,4,8
,,,,669,369,115,4,"66911536904",Dragontail Mountains,669.8984375,-369.96875,4,8
,,,,924,128,0,106,"92400128106",Wrothgarian Mountains,924,-128.171875,4,8
