name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
,,,,781,100,64,13,"7816410013",Wrothgarian Mountains,781.5,-100.8984375,4
,,,,813,395,111,52,"81311139552",Dragontail Mountains,813.8671875,-395.59375,4
,,,,726,205,100,60,"72610020560",Isle of Balfiera,726.78125,-205.53125,4
,,,,777,109,65,76,"7776510976",Wrothgarian Mountains,777.5078125,-109.40625,4
,,,,694,391,68,0,"6946839100",Dragontail Mountains,694.53125,-392,4
,,,,953,443,61,109,"95361443109",Dragontail Mountains,953.4765625,-443.1484375,4
,,,,685,412,114,33,"68511441233",Dragontail Mountains,685.890625,-412.7421875,4
,,,,733,419,102,12,"73310241912",Dragontail Mountains,733.796875,-419.90625,4
,,,,693,15,33,13,"693331513",Wrothgarian Mountains,693.2578125,-15.8984375,4
,,,,719,405,120,36,"71912040536",Dragontail Mountains,719.9375,-405.71875,4
,,,,854,466,47,9,"8544746609",Ephesus,854.3671875,-466.9296875,4
,,,,772,401,113,115,"772113401115",Dragontail Mountains,772.8828125,-401.1015625,4
,,,,777,497,27,29,"7772749729",Dragontail Mountains,777.2109375,-497.7734375,4
,,,,969,60,14,104,"9691460104",Wrothgarian Mountains,969.109375,-60.1875,4
,,,,822,442,9,19,"8220944219",Ephesus,822.0703125,-442.8515625,4
,,,,908,177,105,18,"90810517718",Orsinium Area,908.8203125,-177.859375,3
,,,,649,12,124,110,"64912412110",Wrothgarian Mountains,649.96875,-12.140625,4
,,,,919,428,97,102,"91997428102",Ephesus,919.7578125,-428.203125,4
,,,,859,133,97,78,"8599713378",Wrothgarian Mountains,859.7578125,-133.390625,4
,,,,682,373,8,81,"6820837381",Dragontail Mountains,682.0625,-373.3671875,4
,,,,769,350,64,59,"7696435059",Totambu,769.5,-350.5390625,5
,,,,139,91,26,125,"1392691125",Glenumbra Moors,139.203125,-91.0234375,1
,,,,983,29,42,42,"983422942",Wrothgarian Mountains,983.328125,-29.671875,4
