name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,832,426,23,106,"83223426106",Dragontail Mountains,832.1796875,-426.171875,4,5
,,,,899,29,115,46,"8991152946",Wrothgarian Mountains,899.8984375,-29.640625,4,5
,,,,898,435,99,31,"8989943531",Ephesus,898.7734375,-435.7578125,4,5
,,,,941,58,50,26,"941505826",Wrothgarian Mountains,941.390625,-58.796875,4,5
,,,,800,88,32,70,"800328870",Wrothgarian Mountains,800.25,-88.453125,4,5
,,,,140,122,68,49,"1406812249",Glenpoint,140.53125,-122.6171875,3,5
,,,,846,50,31,114,"8463150114",Wrothgarian Mountains,846.2421875,-50.109375,4,5
,,,,845,448,99,6,"8459944806",Ephesus,845.7734375,-448.953125,4,5
,,,,627,349,28,61,"6272834961",Dragontail Mountains,627.21875,-349.5234375,4,5
,,,,886,82,115,29,"8861158229",Wrothgarian Mountains,886.8984375,-82.7734375,4,5
,,,,791,332,46,45,"7914633245",Totambu,791.359375,-332.6484375,5,5
,,,,894,393,87,38,"8948739338",Totambu,894.6796875,-393.703125,5,5
,,,,953,120,69,82,"9536912082",Wrothgarian Mountains,953.5390625,-120.359375,4,5
,,,,715,328,92,119,"71592328119",Kozanset,715.71875,-328.0703125,5,5
,,,,899,20,3,3,"899032003",Wrothgarian Mountains,899.0234375,-20.9765625,4,5
,,,,692,391,38,19,"6923839119",Dragontail Mountains,692.296875,-391.8515625,4,5
,,,,790,46,125,106,"79012546106",Wrothgarian Mountains,790.9765625,-46.171875,4,5
,,,,725,5,92,55,"725920555",Wrothgarian Mountains,725.71875,-5.5703125,4,5
,,,,251,134,42,125,"25142134125",Daggerfall,251.328125,-134.0234375,3,5
,,,,701,344,76,76,"7017634476",Kozanset,701.59375,-344.40625,5,5
,,,,897,213,123,12,"89712321312",Wayrest,897.9609375,-213.90625,1,5
,,,,868,147,95,40,"8689514740",Orsinium Area,868.7421875,-147.6875,3,5
,,,,721,72,14,74,"721147274",Wrothgarian Mountains,721.109375,-72.421875,4,5
,,,,989,424,110,74,"98911042474",Dragontail Mountains,989.859375,-424.421875,4,5
,,,,947,393,92,36,"9479239336",Mournoth,947.71875,-393.71875,5,5
,,,,375,353,36,82,"3753635382",Sentinel,375.28125,-353.359375,7,5
,,,,136,99,95,24,"136959924",Glenumbra Moors,136.7421875,-99.8125,3,5
,,,,714,98,122,69,"7141229869",Alcaire,714.953125,-98.4609375,1,5
,,,,609,8,5,36,"609050836",Phrygias,609.0390625,-8.71875,4,5
,,,,871,164,70,52,"8717016452",Orsinium Area,871.546875,-164.59375,3,5
,,,,770,417,68,54,"7706841754",Dragontail Mountains,770.53125,-417.578125,4,5
,,,,719,422,74,22,"7197442222",Dragontail Mountains,719.578125,-422.828125,4,5
,,,,792,57,82,109,"7928257109",Wrothgarian Mountains,792.640625,-57.1484375,4,5
,,,,876,26,105,73,"8761052673",Wrothgarian Mountains,876.8203125,-26.4296875,4,5
,,,,859,39,55,114,"8595539114",Wrothgarian Mountains,859.4296875,-39.109375,4,5
,,,,314,4,38,104,"3143804104",Ykalon,314.296875,-4.1875,2,5
,,,,745,30,96,123,"7459630123",Wrothgarian Mountains,745.75,-30.0390625,4,5
,,,,915,494,101,128,"915101494128",Dragontail Mountains,915.7890625,-494,4,5
,,,,968,489,32,124,"96832489124",Dragontail Mountains,968.25,-489.03125,4,5
,,,,917,152,58,114,"91758152114",Wrothgarian Mountains,917.453125,-152.109375,4,5
,,,,980,369,118,14,"98011836914",Mournoth,980.921875,-369.890625,5,5
,,,,851,431,58,97,"8515843197",Ephesus,851.453125,-431.2421875,4,5
,,,,911,79,77,32,"911777932",Wrothgarian Mountains,911.6015625,-79.75,4,5
,,,,964,484,29,78,"9642948478",Dragontail Mountains,964.2265625,-484.390625,4,5
,,,,989,174,27,18,"9892717418",Wrothgarian Mountains,989.2109375,-174.859375,4,5
,,,,838,420,5,63,"8380542063",Dragontail Mountains,838.0390625,-420.5078125,4,5
,,,,781,59,47,9,"781475909",Wrothgarian Mountains,781.3671875,-59.9296875,4,5
,,,,785,12,88,87,"785881287",Wrothgarian Mountains,785.6875,-12.3203125,4,5
,,,,808,127,74,60,"8087412760",Wrothgarian Mountains,808.578125,-127.53125,4,5
,,,,724,42,58,12,"724584212",Wrothgarian Mountains,724.453125,-42.90625,4,5
,,,,968,44,127,58,"9681274458",Wrothgarian Mountains,968.9921875,-44.546875,4,5
,,,,698,386,1,12,"6980138612",Dragontail Mountains,698.0078125,-386.90625,4,5
,,,,316,114,17,122,"31617114122",Shalgora,316.1328125,-114.046875,2,5
