name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,860,406,56,67,"8605640667",Dragontail Mountains,860.4375,-406.4765625,4,6
,,,,923,389,19,4,"9231938904",Totambu,923.1484375,-389.96875,5,6
,,,,634,338,24,58,"6342433858",Dragontail Mountains,634.1875,-338.546875,4,6
,,,,940,50,116,99,"9401165099",Wrothgarian Mountains,940.90625,-50.2265625,4,6
,,,,771,9,38,35,"771380935",Wrothgarian Mountains,771.296875,-9.7265625,4,6
,,,,849,82,5,118,"8490582118",Wrothgarian Mountains,849.0390625,-82.078125,4,6
,,,,746,69,52,82,"746526982",Wrothgarian Mountains,746.40625,-69.359375,4,6
,,,,918,114,115,28,"91811511428",Wrothgarian Mountains,918.8984375,-114.78125,4,6
,,,,980,53,1,99,"980015399",Wrothgarian Mountains,980.0078125,-53.2265625,4,6
,,,,910,432,74,127,"91074432127",Ephesus,910.578125,-432.0078125,4,6
,,,,856,71,13,102,"8561371102",Wrothgarian Mountains,856.1015625,-71.203125,4,6
,,,,927,41,114,111,"92711441111",Wrothgarian Mountains,927.890625,-41.1328125,4,6
,,,,619,328,64,100,"61964328100",Dragontail Mountains,619.5,-328.21875,4,6
,,,,793,403,8,45,"7930840345",Dragontail Mountains,793.0625,-403.6484375,4,6
,,,,972,479,5,73,"9720547973",Dragontail Mountains,972.0390625,-479.4296875,4,6
,,,,824,393,102,111,"824102393111",Dragontail Mountains,824.796875,-393.1328125,4,6
,,,,706,392,15,14,"7061539214",Dragontail Mountains,706.1171875,-392.890625,4,6
,,,,935,437,46,51,"9354643751",Dragontail Mountains,935.359375,-437.6015625,4,6
,,,,698,314,73,99,"6987331499",Lainlyn,698.5703125,-314.2265625,5,6
,,,,805,5,33,56,"805330556",Wrothgarian Mountains,805.2578125,-5.5625,4,6
,,,,724,206,31,42,"7243120642",Isle of Balfiera,724.2421875,-206.671875,4,6
,,,,818,38,101,31,"8181013831",Wrothgarian Mountains,818.7890625,-38.7578125,4,6
,,,,896,94,99,127,"8969994127",Wrothgarian Mountains,896.7734375,-94.0078125,4,6
,,,,925,391,32,31,"9253239131",Totambu,925.25,-391.7578125,5,6
,,,,796,423,33,27,"7963342327",Dragontail Mountains,796.2578125,-423.7890625,4,6
,,,,717,359,49,60,"7174935960",Dragontail Mountains,717.3828125,-359.53125,4,6
,,,,829,108,128,20,"82912810820",Wrothgarian Mountains,830,-108.84375,4,6
,,,,651,11,82,22,"651821122",Wrothgarian Mountains,651.640625,-11.828125,4,6
,,,,894,436,101,125,"894101436125",Ephesus,894.7890625,-436.0234375,4,6
