name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
,,,,809,40,90,42,809904042,Wrothgarian Mountains,809.703125,-40.671875,4
,,,,939,50,35,12,939355012,Wrothgarian Mountains,939.2734375,-50.90625,4
,,,,937,50,81,74,937815074,Wrothgarian Mountains,937.6328125,-50.421875,4
,,,,835,425,95,45,8359542545,Dragontail Mountains,835.7421875,-425.6484375,4
,,,,752,399,54,31,7525439931,Dragontail Mountains,752.421875,-399.7578125,4
,,,,990,58,84,12,990845812,Wrothgarian Mountains,990.65625,-58.90625,4
,,,,707,381,60,19,7076038119,Dragontail Mountains,707.46875,-381.8515625,4
,,,,886,498,9,87,8860949887,Dragontail Mountains,886.0703125,-498.3203125,4
,,,,939,468,108,5,93910846805,Dragontail Mountains,939.84375,-468.9609375,4
,,,,781,406,120,82,78112040682,Dragontail Mountains,781.9375,-406.359375,4
,,,,920,495,37,124,92037495124,Dragontail Mountains,920.2890625,-495.03125,4
,,,,855,90,82,67,855829067,Wrothgarian Mountains,855.640625,-90.4765625,4
,,,,732,390,72,55,7327239055,Dragontail Mountains,732.5625,-390.5703125,4
,,,,934,467,38,87,9343846787,Dragontail Mountains,934.296875,-467.3203125,4
,,,,897,438,59,40,8975943840,Ephesus,897.4609375,-438.6875,4
,,,,959,112,27,63,9592711263,Wrothgarian Mountains,959.2109375,-112.5078125,4
,,,,939,451,106,38,93910645138,Dragontail Mountains,939.828125,-451.703125,4
,,,,993,46,122,55,9931224655,Wrothgarian Mountains,993.953125,-46.5703125,4
,,,,977,425,97,72,9779742572,Dragontail Mountains,977.7578125,-425.4375,4
,,,,884,442,86,6,8848644206,Ephesus,884.671875,-442.953125,4
,,,,939,453,77,74,9397745374,Dragontail Mountains,939.6015625,-453.421875,4
,,,,756,414,6,114,75606414114,Dragontail Mountains,756.046875,-414.109375,4
,,,,629,340,68,23,6296834023,Dragontail Mountains,629.53125,-340.8203125,4
,,,,815,7,123,106,81512307106,Wrothgarian Mountains,815.9609375,-7.171875,4
,,,,644,355,37,61,6443735561,Dragontail Mountains,644.2890625,-355.5234375,4
,,,,994,480,20,4,9942048004,Dragontail Mountains,994.15625,-480.96875,4
,,,,941,74,5,51,941057451,Wrothgarian Mountains,941.0390625,-74.6015625,4
,,,,927,10,123,104,92712310104,Wrothgarian Mountains,927.9609375,-10.1875,4
,,,,963,115,17,44,9631711544,Wrothgarian Mountains,963.1328125,-115.65625,4
,,,,815,440,51,106,81551440106,Ephesus,815.3984375,-440.171875,4
,,,,936,133,5,104,93605133104,Wrothgarian Mountains,936.0390625,-133.1875,4
,,,,724,390,12,28,7241239028,Dragontail Mountains,724.09375,-390.78125,4
