name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,891,448,87,24,"8918744824",Ephesus,891.6796875,-448.8125,4,6
,,,,932,163,92,64,"9329216364",Wrothgarian Mountains,932.71875,-163.5,4,6
,,,,830,90,73,87,"830739087",Wrothgarian Mountains,830.5703125,-90.3203125,4,6
,,,,857,127,123,100,"857123127100",Wrothgarian Mountains,857.9609375,-127.21875,4,6
,,,,956,399,29,56,"9562939956",Dragontail Mountains,956.2265625,-399.5625,4,6
,,,,633,340,93,17,"6339334017",Dragontail Mountains,633.7265625,-340.8671875,4,6
,,,,915,452,115,63,"91511545263",Ephesus,915.8984375,-452.5078125,4,6
,,,,757,370,125,31,"75712537031",Totambu,757.9765625,-370.7578125,5,6
,,,,705,55,47,36,"705475536",Wrothgarian Mountains,705.3671875,-55.71875,4,6
,,,,827,458,12,4,"8271245804",Ephesus,827.09375,-458.96875,4,6
,,,,910,489,67,92,"9106748992",Dragontail Mountains,910.5234375,-489.28125,4,6
,,,,674,307,110,118,"674110307118",Lainlyn,674.859375,-307.078125,5,6
,,,,958,110,120,109,"958120110109",Wrothgarian Mountains,958.9375,-110.1484375,4,6
,,,,991,206,12,115,"99112206115",Wrothgarian Mountains,991.09375,-206.1015625,4,6
,,,,861,57,87,27,"861875727",Wrothgarian Mountains,861.6796875,-57.7890625,4,6
,,,,916,26,45,77,"916452677",Wrothgarian Mountains,916.3515625,-26.3984375,4,6
,,,,907,139,60,123,"90760139123",Wrothgarian Mountains,907.46875,-139.0390625,4,6
,,,,948,51,124,46,"9481245146",Wrothgarian Mountains,948.96875,-51.640625,4,6
,,,,765,389,78,74,"7657838974",Dragontail Mountains,765.609375,-389.421875,4,6
,,,,787,120,56,96,"7875612096",Wrothgarian Mountains,787.4375,-120.25,4,6
,,,,876,471,123,109,"876123471109",Dragontail Mountains,876.9609375,-471.1484375,4,6
,,,,643,329,20,20,"6432032920",Dragontail Mountains,643.15625,-329.84375,4,6
,,,,936,43,6,46,"936064346",Wrothgarian Mountains,936.046875,-43.640625,4,6
,,,,826,431,96,46,"8269643146",Ephesus,826.75,-431.640625,4,6
,,,,869,406,29,97,"8692940697",Dragontail Mountains,869.2265625,-406.2421875,4,6
,,,,940,435,18,14,"9401843514",Dragontail Mountains,940.140625,-435.890625,4,6
,,,,778,56,20,56,"778205656",Wrothgarian Mountains,778.15625,-56.5625,4,6
,,,,974,107,28,67,"9742810767",Wrothgarian Mountains,974.21875,-107.4765625,4,6
,,,,205,85,60,116,"2056085116",Glenpoint,205.46875,-85.09375,3,6
,,,,971,43,6,96,"971064396",Wrothgarian Mountains,971.046875,-43.25,4,6
,,,,850,400,88,37,"8508840037",Dragontail Mountains,850.6875,-400.7109375,4,6
,,,,797,371,8,49,"7970837149",Totambu,797.0625,-371.6171875,5,6
,,,,995,386,74,72,"9957438672",Dragontail Mountains,995.578125,-386.4375,4,6
,,,,954,411,74,47,"9547441147",Dragontail Mountains,954.578125,-411.6328125,4,6
,,,,960,352,84,51,"9608435251",Mournoth,960.65625,-352.6015625,5,6
,,,,721,372,36,52,"7213637252",Dragontail Mountains,721.28125,-372.59375,4,6
