name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,815,463,55,120,"81555463120",Ephesus,815.4296875,-463.0625,4,8
,,,,869,61,44,17,"869446117",Wrothgarian Mountains,869.34375,-61.8671875,4,8
,,,,955,95,65,124,"9556595124",Wrothgarian Mountains,955.5078125,-95.03125,4,8
,,,,946,443,65,55,"9466544355",Dragontail Mountains,946.5078125,-443.5703125,4,8
,,,,979,45,106,96,"9791064596",Wrothgarian Mountains,979.828125,-45.25,4,8
,,,,975,94,31,74,"975319474",Wrothgarian Mountains,975.2421875,-94.421875,4,8
,,,,993,30,68,29,"993683029",Wrothgarian Mountains,993.53125,-30.7734375,4,8
,,,,979,91,81,120,"9798191120",Wrothgarian Mountains,979.6328125,-91.0625,4,8
,,,,850,422,81,5,"8508142205",Ephesus,850.6328125,-422.9609375,4,8
,,,,952,40,6,26,"952064026",Wrothgarian Mountains,952.046875,-40.796875,4,8
,,,,903,493,101,122,"903101493122",Dragontail Mountains,903.7890625,-493.046875,4,8
,,,,861,493,111,90,"86111149390",Dragontail Mountains,861.8671875,-493.296875,4,8
,,,,937,41,109,104,"93710941104",Wrothgarian Mountains,937.8515625,-41.1875,4,8
,,,,941,50,73,92,"941735092",Wrothgarian Mountains,941.5703125,-50.28125,4,8
,,,,861,65,116,106,"86111665106",Wrothgarian Mountains,861.90625,-65.171875,4,8
,,,,840,440,64,127,"84064440127",Ephesus,840.5,-440.0078125,4,8
,,,,844,451,119,3,"84411945103",Ephesus,844.9296875,-451.9765625,4,8
,,,,980,44,45,44,"980454444",Wrothgarian Mountains,980.3515625,-44.65625,4,8
,,,,645,358,5,102,"64505358102",Dragontail Mountains,645.0390625,-358.203125,4,8
,,,,619,345,3,33,"6190334533",Dragontail Mountains,619.0234375,-345.7421875,4,8
,,,,976,434,58,119,"97658434119",Dragontail Mountains,976.453125,-434.0703125,4,8
,,,,974,432,95,46,"9749543246",Dragontail Mountains,974.7421875,-432.640625,4,8
,,,,945,422,22,111,"94522422111",Dragontail Mountains,945.171875,-422.1328125,4,8
,,,,804,393,97,49,"8049739349",Dragontail Mountains,804.7578125,-393.6171875,4,8
,,,,840,439,32,22,"8403243922",Ephesus,840.25,-439.828125,4,8
,,,,753,392,60,51,"7536039251",Dragontail Mountains,753.46875,-392.6015625,4,8
,,,,975,84,3,60,"975038460",Wrothgarian Mountains,975.0234375,-84.53125,4,8
,,,,782,396,81,33,"7828139633",Dragontail Mountains,782.6328125,-396.7421875,4,8
,,,,880,77,27,114,"8802777114",Wrothgarian Mountains,880.2109375,-77.109375,4,8
,,,,914,161,120,50,"91412016150",Wrothgarian Mountains,914.9375,-161.609375,4,8
,,,,649,8,40,127,"6494008127",Wrothgarian Mountains,649.3125,-8.0078125,4,8
,,,,975,131,37,81,"9753713181",Wrothgarian Mountains,975.2890625,-131.3671875,4,8
,,,,883,470,120,47,"88312047047",Ephesus,883.9375,-470.6328125,4,8
,,,,930,58,90,70,"930905870",Wrothgarian Mountains,930.703125,-58.453125,4,8
,,,,805,394,70,116,"80570394116",Dragontail Mountains,805.546875,-394.09375,4,8
,,,,877,66,26,69,"877266669",Wrothgarian Mountains,877.203125,-66.4609375,4,8
,,,,976,437,99,37,"9769943737",Dragontail Mountains,976.7734375,-437.7109375,4,8
,,,,840,439,19,77,"8401943977",Ephesus,840.1484375,-439.3984375,4,8
,,,,971,446,72,109,"97172446109",Dragontail Mountains,971.5625,-446.1484375,4,8
,,,,850,37,35,42,"850353742",Wrothgarian Mountains,850.2734375,-37.671875,4,8
,,,,912,489,18,68,"9121848968",Dragontail Mountains,912.140625,-489.46875,4,8
,,,,939,34,101,20,"9391013420",Wrothgarian Mountains,939.7890625,-34.84375,4,8
,,,,963,442,92,36,"9639244236",Dragontail Mountains,963.71875,-442.71875,4,8
,,,,804,432,84,123,"80484432123",Dragontail Mountains,804.65625,-432.0390625,4,8
,,,,860,466,15,124,"86015466124",Ephesus,860.1171875,-466.03125,4,8
,,,,882,440,93,82,"8829344082",Ephesus,882.7265625,-440.359375,4,8
,,,,872,66,61,106,"8726166106",Wrothgarian Mountains,872.4765625,-66.171875,4,8
,,,,797,23,28,8,"797282308",Wrothgarian Mountains,797.21875,-23.9375,4,8
,,,,824,449,29,54,"8242944954",Ephesus,824.2265625,-449.578125,4,8
,,,,971,445,38,37,"9713844537",Dragontail Mountains,971.296875,-445.7109375,4,8
,,,,260,123,19,109,"26019123109",Ilessan Hills,260.1484375,-123.1484375,3,8
