name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
,,,,"989","112","47","19","9894711219",Wrothgarian Mountains,989.3671875,-112.8515625
,,,,"672","201","60","73","6726020173",Isle of Balfiera,672.46875,-201.4296875
,,,,"904","69","29","60","904296960",Wrothgarian Mountains,904.2265625,-69.53125
,,,,"937","460","59","102","93759460102",Dragontail Mountains,937.4609375,-460.203125
,,,,"988","386","8","78","9880838678",Dragontail Mountains,988.0625,-386.390625
,,,,"819","380","27","23","8192738023",Dragontail Mountains,819.2109375,-380.8203125
,,,,"960","145","127","64","96012714564",Wrothgarian Mountains,960.9921875,-145.5
,,,,"811","46","5","12","811054612",Wrothgarian Mountains,811.0390625,-46.90625
,,,,"952","397","99","28","9529939728",Dragontail Mountains,952.7734375,-397.78125
,,,,"900","140","67","101","90067140101",Wrothgarian Mountains,900.5234375,-140.2109375
,,,,"662","36","78","14","662783614",Wrothgarian Mountains,662.609375,-36.890625
,,,,"680","27","35","15","680352715",Wrothgarian Mountains,680.2734375,-27.8828125
,,,,"730","41","20","36","730204136",Wrothgarian Mountains,730.15625,-41.71875
,,,,"999","174","44","51","9994417451",Wrothgarian Mountains,999.34375,-174.6015625
,,,,"948","158","90","12","9489015812",Wrothgarian Mountains,948.703125,-158.90625
,,,,"861","462","22","33","8612246233",Ephesus,861.171875,-462.7421875
,,,,"877","482","92","69","8779248269",Dragontail Mountains,877.71875,-482.4609375
,,,,"698","379","37","18","6983737918",Dragontail Mountains,698.2890625,-379.859375
,,,,"657","399","58","6","6575839906",Dragontail Mountains,657.453125,-399.953125
,,,,"919","147","22","64","9192214764",Wrothgarian Mountains,919.171875,-147.5
,,,,"775","380","41","68","7754138068",Dragontail Mountains,775.3203125,-380.46875
,,,,"822","141","35","44","8223514144",Wrothgarian Mountains,822.2734375,-141.65625
,,,,"861","8","50","8","861500808",Wrothgarian Mountains,861.390625,-8.9375
,,,,"748","76","47","113","7484776113",Wrothgarian Mountains,748.3671875,-76.1171875
,,,,"984","141","118","12","98411814112",Wrothgarian Mountains,984.921875,-141.90625
,,,,"956","140","59","47","9565914047",Wrothgarian Mountains,956.4609375,-140.6328125
,,,,"792","494","108","127","792108494127",Dragontail Mountains,792.84375,-494.0078125
,,,,"914","117","50","49","9145011749",Wrothgarian Mountains,914.390625,-117.6171875
,,,,"690","187","1","17","6900118717",Isle of Balfiera,690.0078125,-187.8671875
,,,,"905","41","23","32","905234132",Wrothgarian Mountains,905.1796875,-41.75
,,,,"931","159","114","105","931114159105",Wrothgarian Mountains,931.890625,-159.1796875
,,,,"816","133","9","123","81609133123",Wrothgarian Mountains,816.0703125,-133.0390625
,,,,"837","115","65","76","8376511576",Wrothgarian Mountains,837.5078125,-115.40625
,,,,"801","408","67","58","8016740858",Dragontail Mountains,801.5234375,-408.546875
,,,,"854","102","4","40","8540410240",Wrothgarian Mountains,854.03125,-102.6875
,,,,"793","47","102","96","7931024796",Wrothgarian Mountains,793.796875,-47.25
,,,,"614","27","78","79","614782779",Wrothgarian Mountains,614.609375,-27.3828125
,,,,"978","113","27","17","9782711317",Wrothgarian Mountains,978.2109375,-113.8671875
,,,,"846","403","111","96","84611140396",Dragontail Mountains,846.8671875,-403.25
,,,,"992","421","52","3","9925242103",Dragontail Mountains,992.40625,-421.9765625
,,,,"972","405","100","90","97210040590",Dragontail Mountains,972.78125,-405.296875
,,,,"755","128","68","111","75568128111",Wrothgarian Mountains,755.53125,-128.1328125
,,,,"865","84","101","95","8651018495",Wrothgarian Mountains,865.7890625,-84.2578125
,,,,"833","121","41","110","83341121110",Wrothgarian Mountains,833.3203125,-121.140625
,,,,"753","49","67","90","753674990",Wrothgarian Mountains,753.5234375,-49.296875
,,,,"983","158","1","51","9830115851",Wrothgarian Mountains,983.0078125,-158.6015625
,,,,"858","480","77","1","8587748001",Dragontail Mountains,858.6015625,-480.9921875
,,,,"685","198","113","84","68511319884",Isle of Balfiera,685.8828125,-198.34375
,,,,"802","469","123","76","80212346976",Dragontail Mountains,802.9609375,-469.40625
,,,,"704","361","6","61","7040636161",Dragontail Mountains,704.046875,-361.5234375
