name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,766,395,111,6,"76611139506",Dragontail Mountains,766.8671875,-395.953125,4,7
,,,,867,444,20,63,"8672044463",Ephesus,867.15625,-444.5078125,4,7
,,,,965,168,86,59,"9658616859",Wrothgarian Mountains,965.671875,-168.5390625,4,7
,,,,735,423,115,59,"73511542359",Dragontail Mountains,735.8984375,-423.5390625,4,7
,,,,772,8,32,32,"772320832",Wrothgarian Mountains,772.25,-8.75,4,7
,,,,892,431,79,5,"8927943105",Ephesus,892.6171875,-431.9609375,4,7
,,,,988,438,32,52,"9883243852",Dragontail Mountains,988.25,-438.59375,4,7
,,,,891,431,56,58,"8915643158",Ephesus,891.4375,-431.546875,4,7
,,,,904,495,105,87,"90410549587",Dragontail Mountains,904.8203125,-495.3203125,4,7
,,,,978,42,27,84,"978274284",Wrothgarian Mountains,978.2109375,-42.34375,4,7
,,,,926,489,60,6,"9266048906",Dragontail Mountains,926.46875,-489.953125,4,7
,,,,768,65,74,69,"768746569",Wrothgarian Mountains,768.578125,-65.4609375,4,7
,,,,803,47,24,115,"8032447115",Wrothgarian Mountains,803.1875,-47.1015625,4,7
,,,,928,8,92,10,"928920810",Wrothgarian Mountains,928.71875,-8.921875,4,7
,,,,842,41,76,99,"842764199",Wrothgarian Mountains,842.59375,-41.2265625,4,7
,,,,927,480,95,105,"92795480105",Dragontail Mountains,927.7421875,-480.1796875,4,7
,,,,992,40,9,35,"992094035",Wrothgarian Mountains,992.0703125,-40.7265625,4,7
,,,,932,403,119,35,"93211940335",Dragontail Mountains,932.9296875,-403.7265625,4,7
,,,,713,438,102,45,"71310243845",Dragontail Mountains,713.796875,-438.6484375,4,7
,,,,831,436,116,26,"83111643626",Ephesus,831.90625,-436.796875,4,7
,,,,853,497,78,47,"8537849747",Dragontail Mountains,853.609375,-497.6328125,4,7
,,,,684,376,108,79,"68410837679",Dragontail Mountains,684.84375,-376.3828125,4,7
,,,,893,29,18,42,"893182942",Wrothgarian Mountains,893.140625,-29.671875,4,7
,,,,760,397,18,114,"76018397114",Dragontail Mountains,760.140625,-397.109375,4,7
,,,,847,451,1,111,"84701451111",Ephesus,847.0078125,-451.1328125,4,7
,,,,944,442,44,124,"94444442124",Dragontail Mountains,944.34375,-442.03125,4,7
,,,,961,112,9,97,"9610911297",Wrothgarian Mountains,961.0703125,-112.2421875,4,7
,,,,867,434,33,99,"8673343499",Ephesus,867.2578125,-434.2265625,4,7
,,,,657,358,104,115,"657104358115",Dragontail Mountains,657.8125,-358.1015625,4,7
,,,,594,15,3,104,"5940315104",Phrygias,594.0234375,-15.1875,4,7
,,,,941,123,72,58,"9417212358",Wrothgarian Mountains,941.5625,-123.546875,4,7
,,,,780,448,61,116,"78061448116",Dragontail Mountains,780.4765625,-448.09375,4,7
,,,,842,493,104,70,"84210449370",Dragontail Mountains,842.8125,-493.453125,4,7
,,,,810,8,88,15,"810880815",Wrothgarian Mountains,810.6875,-8.8828125,4,7
,,,,959,386,35,37,"9593538637",Mournoth,959.2734375,-386.7109375,5,7
,,,,769,402,84,63,"7698440263",Dragontail Mountains,769.65625,-402.5078125,4,7
,,,,816,426,90,17,"8169042617",Dragontail Mountains,816.703125,-426.8671875,4,7
,,,,805,4,128,55,"8051280455",Wrothgarian Mountains,806,-4.5703125,4,7
,,,,917,490,3,36,"9170349036",Dragontail Mountains,917.0234375,-490.71875,4,7
,,,,291,127,23,123,"29123127123",Shalgora,291.1796875,-127.0390625,3,7
,,,,974,43,60,33,"974604333",Wrothgarian Mountains,974.46875,-43.7421875,4,7
,,,,936,435,96,108,"93696435108",Dragontail Mountains,936.75,-435.15625,4,7
,,,,629,332,50,90,"6295033290",Dragontail Mountains,629.390625,-332.296875,4,7
,,,,677,313,108,70,"67710831370",Lainlyn,677.84375,-313.453125,5,7
,,,,878,417,81,124,"87881417124",Dragontail Mountains,878.6328125,-417.03125,4,7
,,,,742,379,127,81,"74212737981",Dragontail Mountains,742.9921875,-379.3671875,4,7
,,,,968,445,24,111,"96824445111",Dragontail Mountains,968.1875,-445.1328125,4,7
,,,,904,422,45,114,"90445422114",Dragontail Mountains,904.3515625,-422.109375,4,7
,,,,769,383,28,36,"7692838336",Dragontail Mountains,769.21875,-383.71875,4,7
,,,,945,499,29,54,"9452949954",Dragontail Mountains,945.2265625,-499.578125,4,7
,,,,864,433,69,99,"8646943399",Ephesus,864.5390625,-433.2265625,4,7
,,,,870,423,47,113,"87047423113",Ephesus,870.3671875,-423.1171875,4,7
,,,,701,408,111,67,"70111140867",Dragontail Mountains,701.8671875,-408.4765625,4,7
,,,,971,75,113,45,"9711137545",Wrothgarian Mountains,971.8828125,-75.6484375,4,7
,,,,829,430,118,110,"829118430110",Ephesus,829.921875,-430.140625,4,7
,,,,707,375,3,15,"7070337515",Dragontail Mountains,707.0234375,-375.8828125,4,7
,,,,948,25,56,15,"948562515",Wrothgarian Mountains,948.4375,-25.8828125,4,7
,,,,842,442,14,93,"8421444293",Ephesus,842.109375,-442.2734375,4,7
,,,,761,422,92,29,"7619242229",Dragontail Mountains,761.71875,-422.7734375,4,7
,,,,574,10,27,127,"5742710127",Phrygias,574.2109375,-10.0078125,4,7
,,,,864,139,116,84,"86411613984",Orsinium Area,864.90625,-139.34375,4,7
,,,,904,152,42,104,"90442152104",Wrothgarian Mountains,904.328125,-152.1875,4,7
,,,,836,116,65,106,"83665116106",Wrothgarian Mountains,836.5078125,-116.171875,4,7
,,,,901,409,108,92,"90110840992",Dragontail Mountains,901.84375,-409.28125,4,7
,,,,751,38,81,116,"7518138116",Wrothgarian Mountains,751.6328125,-38.09375,4,7
,,,,973,78,23,44,"973237844",Wrothgarian Mountains,973.1796875,-78.65625,4,7
,,,,288,129,23,72,"2882312972",Shalgora,288.1796875,-129.4375,3,7
,,,,763,39,8,64,"763083964",Wrothgarian Mountains,763.0625,-39.5,4,7
,,,,956,408,90,9,"9569040809",Dragontail Mountains,956.703125,-408.9296875,4,7
,,,,933,60,92,51,"933926051",Wrothgarian Mountains,933.71875,-60.6015625,4,7
,,,,853,454,120,63,"85312045463",Ephesus,853.9375,-454.5078125,4,7
,,,,969,77,20,115,"9692077115",Wrothgarian Mountains,969.15625,-77.1015625,4,7
,,,,894,453,61,93,"8946145393",Ephesus,894.4765625,-453.2734375,4,7
,,,,937,50,42,79,"937425079",Wrothgarian Mountains,937.328125,-50.3828125,4,7
,,,,965,110,86,127,"96586110127",Wrothgarian Mountains,965.671875,-110.0078125,4,7
,,,,979,78,58,73,"979587873",Wrothgarian Mountains,979.453125,-78.4296875,4,7
,,,,910,149,0,35,"9100014935",Wrothgarian Mountains,910,-149.7265625,4,7
,,,,935,13,91,79,"935911379",Wrothgarian Mountains,935.7109375,-13.3828125,4,7
,,,,976,120,59,40,"9765912040",Wrothgarian Mountains,976.4609375,-120.6875,4,7
,,,,976,438,78,38,"9767843838",Dragontail Mountains,976.609375,-438.703125,4,7
,,,,961,70,20,46,"961207046",Wrothgarian Mountains,961.15625,-70.640625,4,7
,,,,833,396,102,28,"83310239628",Dragontail Mountains,833.796875,-396.78125,4,7
,,,,904,494,123,47,"90412349447",Dragontail Mountains,904.9609375,-494.6328125,4,7
,,,,869,56,35,3,"869355603",Wrothgarian Mountains,869.2734375,-56.9765625,4,7
,,,,629,18,15,77,"629151877",Wrothgarian Mountains,629.1171875,-18.3984375,4,7
,,,,871,428,47,28,"8714742828",Ephesus,871.3671875,-428.78125,4,7
,,,,800,417,127,111,"800127417111",Dragontail Mountains,800.9921875,-417.1328125,4,7
,,,,812,437,35,82,"8123543782",Ephesus,812.2734375,-437.359375,4,7
,,,,975,101,20,116,"97520101116",Wrothgarian Mountains,975.15625,-101.09375,4,7
,,,,709,373,65,51,"7096537351",Dragontail Mountains,709.5078125,-373.6015625,4,7
,,,,777,420,12,91,"7771242091",Dragontail Mountains,777.09375,-420.2890625,4,7
,,,,715,378,99,106,"71599378106",Dragontail Mountains,715.7734375,-378.171875,4,7
,,,,857,123,110,36,"85711012336",Wrothgarian Mountains,857.859375,-123.71875,4,7
,,,,889,420,97,23,"8899742023",Dragontail Mountains,889.7578125,-420.8203125,4,7
,,,,782,416,124,86,"78212441686",Dragontail Mountains,782.96875,-416.328125,4,7
,,,,894,453,100,120,"894100453120",Ephesus,894.78125,-453.0625,4,7
,,,,768,395,24,58,"7682439558",Dragontail Mountains,768.1875,-395.546875,4,7
,,,,738,378,56,10,"7385637810",Dragontail Mountains,738.4375,-378.921875,4,7
,,,,891,417,60,111,"89160417111",Dragontail Mountains,891.46875,-417.1328125,4,7
,,,,948,5,91,101,"9489105101",Wrothgarian Mountains,948.7109375,-5.2109375,4,7
,,,,959,398,113,52,"95911339852",Dragontail Mountains,959.8828125,-398.59375,4,7
,,,,942,150,116,51,"94211615051",Wrothgarian Mountains,942.90625,-150.6015625,4,7
,,,,878,426,125,6,"87812542606",Ephesus,878.9765625,-426.953125,4,7
,,,,190,107,36,44,"1903610744",Glenpoint,190.28125,-107.65625,3,7
