name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,857,124,60,86,"8576012486",Wrothgarian Mountains,857.46875,-124.328125,4,7
,,,,904,49,68,65,"904684965",Wrothgarian Mountains,904.53125,-49.4921875,4,7
,,,,856,436,84,50,"8568443650",Ephesus,856.65625,-436.609375,4,7
,,,,858,23,54,105,"8585423105",Wrothgarian Mountains,858.421875,-23.1796875,4,7
,,,,837,450,96,32,"8379645032",Ephesus,837.75,-450.75,4,7
,,,,958,19,97,108,"9589719108",Wrothgarian Mountains,958.7578125,-19.15625,4,7
,,,,809,9,106,120,"80910609120",Wrothgarian Mountains,809.828125,-9.0625,4,7
,,,,992,43,106,56,"9921064356",Wrothgarian Mountains,992.828125,-43.5625,4,7
,,,,810,353,109,68,"81010935368",Totambu,810.8515625,-353.46875,5,7
,,,,842,435,124,88,"84212443588",Ephesus,842.96875,-435.3125,4,7
,,,,915,66,118,18,"9151186618",Wrothgarian Mountains,915.921875,-66.859375,4,7
,,,,967,108,4,101,"96704108101",Wrothgarian Mountains,967.03125,-108.2109375,4,7
,,,,631,339,27,108,"63127339108",Dragontail Mountains,631.2109375,-339.15625,4,7
,,,,953,443,19,108,"95319443108",Dragontail Mountains,953.1484375,-443.15625,4,7
,,,,872,426,109,45,"87210942645",Ephesus,872.8515625,-426.6484375,4,7
,,,,976,442,15,49,"9761544249",Dragontail Mountains,976.1171875,-442.6171875,4,7
,,,,702,383,33,106,"70233383106",Dragontail Mountains,702.2578125,-383.171875,4,7
,,,,873,471,58,10,"8735847110",Dragontail Mountains,873.453125,-471.921875,4,7
,,,,809,439,6,93,"8090643993",Dragontail Mountains,809.046875,-439.2734375,4,7
,,,,738,410,86,47,"7388641047",Dragontail Mountains,738.671875,-410.6328125,4,7
,,,,941,35,40,74,"941403574",Wrothgarian Mountains,941.3125,-35.421875,4,7
,,,,771,98,110,92,"7711109892",Wrothgarian Mountains,771.859375,-98.28125,4,7
,,,,839,121,32,28,"8393212128",Wrothgarian Mountains,839.25,-121.78125,4,7
,,,,154,107,111,101,"154111107101",Glenpoint,154.8671875,-107.2109375,3,7
,,,,810,414,99,36,"8109941436",Dragontail Mountains,810.7734375,-414.71875,4,7
,,,,774,378,127,95,"77412737895",Dragontail Mountains,774.9921875,-378.2578125,4,7
,,,,717,368,59,100,"71759368100",Dragontail Mountains,717.4609375,-368.21875,4,7
,,,,289,129,120,36,"28912012936",Shalgora,289.9375,-129.71875,3,7
,,,,930,130,104,123,"930104130123",Wrothgarian Mountains,930.8125,-130.0390625,4,7
,,,,715,388,111,27,"71511138827",Dragontail Mountains,715.8671875,-388.7890625,4,7
,,,,927,447,14,120,"92714447120",Dragontail Mountains,927.109375,-447.0625,4,7
,,,,869,56,23,45,"869235645",Wrothgarian Mountains,869.1796875,-56.6484375,4,7
,,,,802,378,79,64,"8027937864",Dragontail Mountains,802.6171875,-378.5,4,7
,,,,739,380,56,72,"7395638072",Dragontail Mountains,739.4375,-380.4375,4,7
,,,,713,45,73,72,"713734572",Wrothgarian Mountains,713.5703125,-45.4375,4,7
,,,,955,116,28,29,"9552811629",Wrothgarian Mountains,955.21875,-116.7734375,4,7
,,,,983,436,100,10,"98310043610",Dragontail Mountains,983.78125,-436.921875,4,7
,,,,793,421,37,45,"7933742145",Dragontail Mountains,793.2890625,-421.6484375,4,7
,,,,906,51,29,110,"9062951110",Wrothgarian Mountains,906.2265625,-51.140625,4,7
,,,,781,364,36,70,"7813636470",Totambu,781.28125,-364.453125,5,7
,,,,904,443,35,124,"90435443124",Ephesus,904.2734375,-443.03125,4,7
,,,,772,35,118,14,"7721183514",Wrothgarian Mountains,772.921875,-35.890625,4,7
,,,,755,395,106,55,"75510639555",Dragontail Mountains,755.828125,-395.5703125,4,7
,,,,710,438,105,82,"71010543882",Dragontail Mountains,710.8203125,-438.359375,4,7
,,,,840,439,19,118,"84019439118",Ephesus,840.1484375,-439.078125,4,7
,,,,998,68,99,76,"998996876",Wrothgarian Mountains,998.7734375,-68.40625,4,7
,,,,786,390,26,118,"78626390118",Dragontail Mountains,786.203125,-390.078125,4,7
,,,,988,42,27,86,"988274286",Wrothgarian Mountains,988.2109375,-42.328125,4,7
,,,,705,398,92,67,"7059239867",Dragontail Mountains,705.71875,-398.4765625,4,7
,,,,768,91,97,3,"768979103",Wrothgarian Mountains,768.7578125,-91.9765625,4,7
,,,,830,436,109,114,"830109436114",Ephesus,830.8515625,-436.109375,4,7
,,,,694,376,26,83,"6942637683",Dragontail Mountains,694.203125,-376.3515625,4,7
,,,,738,399,95,36,"7389539936",Dragontail Mountains,738.7421875,-399.71875,4,7
