name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude
,,,,917,122,86,45,"9178612245",Wrothgarian Mountains,917.671875,-122.6484375,4,7
,,,,979,383,70,32,"9797038332",Dragontail Mountains,979.546875,-383.75,4,7
,,,,840,15,100,83,"8401001583",Wrothgarian Mountains,840.78125,-15.3515625,4,7
,,,,970,106,105,65,"97010510665",Wrothgarian Mountains,970.8203125,-106.4921875,4,7
,,,,930,84,100,15,"9301008415",Wrothgarian Mountains,930.78125,-84.8828125,4,7
,,,,955,471,19,22,"9551947122",Dragontail Mountains,955.1484375,-471.828125,4,7
,,,,953,391,99,47,"9539939147",Mournoth,953.7734375,-391.6328125,5,7
,,,,898,448,64,109,"89864448109",Ephesus,898.5,-448.1484375,4,7
,,,,761,410,59,37,"7615941037",Dragontail Mountains,761.4609375,-410.7109375,4,7
,,,,964,56,69,109,"9646956109",Wrothgarian Mountains,964.5390625,-56.1484375,4,7
,,,,847,113,45,105,"84745113105",Wrothgarian Mountains,847.3515625,-113.1796875,4,7
,,,,931,164,97,63,"9319716463",Wrothgarian Mountains,931.7578125,-164.5078125,4,7
,,,,850,467,79,116,"85079467116",Ephesus,850.6171875,-467.09375,4,7
,,,,951,176,29,37,"9512917637",Wrothgarian Mountains,951.2265625,-176.7109375,4,7
,,,,687,423,47,124,"68747423124",Dragontail Mountains,687.3671875,-423.03125,4,7
,,,,738,402,95,106,"73895402106",Dragontail Mountains,738.7421875,-402.171875,4,7
,,,,723,19,49,100,"7234919100",Wrothgarian Mountains,723.3828125,-19.21875,4,7
,,,,910,495,47,95,"9104749595",Dragontail Mountains,910.3671875,-495.2578125,4,7
,,,,912,440,52,84,"9125244084",Ephesus,912.40625,-440.34375,4,7
,,,,878,444,28,91,"8782844491",Ephesus,878.21875,-444.2890625,4,7
,,,,856,390,32,40,"8563239040",Dragontail Mountains,856.25,-390.6875,4,7
,,,,840,87,1,45,"840018745",Wrothgarian Mountains,840.0078125,-87.6484375,4,7
,,,,884,439,45,14,"8844543914",Ephesus,884.3515625,-439.890625,4,7
,,,,894,426,64,106,"89464426106",Ephesus,894.5,-426.171875,4,7
,,,,883,439,99,118,"88399439118",Ephesus,883.7734375,-439.078125,4,7
,,,,857,403,44,50,"8574440350",Dragontail Mountains,857.34375,-403.609375,4,7
,,,,727,14,51,122,"7275114122",Wrothgarian Mountains,727.3984375,-14.046875,4,7
,,,,895,434,6,100,"89506434100",Ephesus,895.046875,-434.21875,4,7
,,,,857,72,104,99,"8571047299",Wrothgarian Mountains,857.8125,-72.2265625,4,7
,,,,926,55,114,92,"9261145592",Wrothgarian Mountains,926.890625,-55.28125,4,7
,,,,950,86,61,77,"950618677",Wrothgarian Mountains,950.4765625,-86.3984375,4,7
,,,,981,492,95,82,"9819549282",Dragontail Mountains,981.7421875,-492.359375,4,7
,,,,821,454,49,59,"8214945459",Ephesus,821.3828125,-454.5390625,4,7
,,,,745,403,51,64,"7455140364",Dragontail Mountains,745.3984375,-403.5,4,7
,,,,959,33,99,51,"959993351",Wrothgarian Mountains,959.7734375,-33.6015625,4,7
,,,,952,9,123,36,"9521230936",Wrothgarian Mountains,952.9609375,-9.71875,4,7
,,,,971,43,12,125,"9711243125",Wrothgarian Mountains,971.09375,-43.0234375,4,7
,,,,933,438,78,69,"9337843869",Dragontail Mountains,933.609375,-438.4609375,4,7
,,,,710,391,123,76,"71012339176",Dragontail Mountains,710.9609375,-391.40625,4,7
,,,,967,42,36,120,"9673642120",Wrothgarian Mountains,967.28125,-42.0625,4,7
,,,,770,38,120,110,"77012038110",Wrothgarian Mountains,770.9375,-38.140625,4,7
,,,,975,130,46,5,"9754613005",Wrothgarian Mountains,975.359375,-130.9609375,4,7
,,,,947,86,104,93,"9471048693",Wrothgarian Mountains,947.8125,-86.2734375,4,7
,,,,654,364,67,56,"6546736456",Dragontail Mountains,654.5234375,-364.5625,4,7
,,,,938,399,42,50,"9384239950",Dragontail Mountains,938.328125,-399.609375,4,7
,,,,813,437,79,87,"8137943787",Ephesus,813.6171875,-437.3203125,4,7
,,,,926,162,64,115,"92664162115",Wrothgarian Mountains,926.5,-162.1015625,4,7
,,,,850,423,17,115,"85017423115",Ephesus,850.1328125,-423.1015625,4,7
,,,,903,426,58,74,"9035842674",Ephesus,903.453125,-426.421875,4,7
,,,,917,403,116,76,"91711640376",Dragontail Mountains,917.90625,-403.40625,4,7
,,,,980,128,95,29,"9809512829",Wrothgarian Mountains,980.7421875,-128.7734375,4,7
,,,,764,385,35,20,"7643538520",Dragontail Mountains,764.2734375,-385.84375,4,7
,,,,619,345,24,125,"61924345125",Dragontail Mountains,619.1875,-345.0234375,4,7
,,,,229,121,78,13,"2297812113",Glenpoint,229.609375,-121.8984375,3,7
,,,,201,113,73,12,"2017311312",Glenpoint,201.5703125,-113.90625,3,7
,,,,984,22,120,19,"9841202219",Wrothgarian Mountains,984.9375,-22.8515625,4,7
,,,,913,50,91,122,"9139150122",Wrothgarian Mountains,913.7109375,-50.046875,4,7
,,,,858,130,4,33,"8580413033",Wrothgarian Mountains,858.03125,-130.7421875,4,7
,,,,940,23,15,88,"940152388",Wrothgarian Mountains,940.1171875,-23.3125,4,7
,,,,823,118,105,127,"823105118127",Wrothgarian Mountains,823.8203125,-118.0078125,4,7
,,,,963,423,1,54,"9630142354",Dragontail Mountains,963.0078125,-423.578125,4,7
,,,,906,498,128,33,"90612849833",Dragontail Mountains,907,-498.7421875,4,7
,,,,884,78,49,102,"8844978102",Wrothgarian Mountains,884.3828125,-78.203125,4,7
,,,,905,452,3,108,"90503452108",Ephesus,905.0234375,-452.15625,4,7
,,,,751,396,108,93,"75110839693",Dragontail Mountains,751.84375,-396.2734375,4,7
,,,,850,430,4,101,"85004430101",Ephesus,850.03125,-430.2109375,4,7
,,,,734,371,113,63,"73411337163",Dragontail Mountains,734.8828125,-371.5078125,4,7
,,,,953,413,4,86,"9530441386",Dragontail Mountains,953.03125,-413.328125,4,7
,,,,995,383,104,67,"99510438367",Dragontail Mountains,995.8125,-383.4765625,4,7
,,,,685,314,67,13,"6856731413",Lainlyn,685.5234375,-314.8984375,5,7
,,,,767,395,60,40,"7676039540",Dragontail Mountains,767.46875,-395.6875,4,7
,,,,882,102,73,13,"8827310213",Wrothgarian Mountains,882.5703125,-102.8984375,4,7
,,,,879,6,63,54,"879630654",Wrothgarian Mountains,879.4921875,-6.578125,4,7
,,,,840,40,105,42,"8401054042",Wrothgarian Mountains,840.8203125,-40.671875,4,7
,,,,947,52,72,46,"947725246",Wrothgarian Mountains,947.5625,-52.640625,4,7
,,,,954,90,54,56,"954549056",Wrothgarian Mountains,954.421875,-90.5625,4,7
,,,,961,432,69,73,"9616943273",Dragontail Mountains,961.5390625,-432.4296875,4,7
,,,,760,395,67,124,"76067395124",Dragontail Mountains,760.5234375,-395.03125,4,7
,,,,916,67,32,45,"916326745",Wrothgarian Mountains,916.25,-67.6484375,4,7
,,,,767,419,68,65,"7676841965",Dragontail Mountains,767.53125,-419.4921875,4,7
,,,,958,73,120,124,"95812073124",Wrothgarian Mountains,958.9375,-73.03125,4,7
